5hppA1.pdb1	5hppA2.pdb1	186.0	1301	1301
5hpuA1.pdb1	5hpuC2.pdb1	47.4	12387	12387
5hpuC1.pdb1	5hpuA3.pdb1	47.45	12387	12387
5hpuC3.pdb1	5hpuA2.pdb1	47.45	12387	12387
3fr1A2.pdb2	3fr1A1.pdb2	276.7	None	None
3fr1A1.pdb1	3fr1A2.pdb1	276.7	None	None
5n9iD1.pdb1	5n9iC1.pdb1	32.75	None	None
5n9iD1.pdb1	5n9iA1.pdb1	98.5	None	None
5n9iC1.pdb1	5n9iA1.pdb1	68.65	None	None
5n9iC1.pdb1	5n9iB1.pdb1	108.25	None	None
5n9iA1.pdb1	5n9iB1.pdb1	33.35	None	None
5n9hM1.pdb1	5n9hB1.pdb1	9.05	None	None
5n9hM1.pdb1	5n9hA1.pdb1	79.25	None	None
5n9hB1.pdb1	5n9hC1.pdb1	80.0	None	None
5yb4G1.pdb1	5yb4H1.pdb1	0.05	13279	13279
5yb4G1.pdb1	5yb4I1.pdb1	0.05	13279	13279
3cbaK2.pdb2	3cbaL2.pdb2	436.95	8593	8593
3cbaJ2.pdb2	3cbaI2.pdb2	434.2	8593	8593
3cbaL1.pdb2	3cbaI2.pdb2	105.1	8593	8593
3cbaL1.pdb2	3cbaK1.pdb2	436.95	8593	8593
3cbaJ1.pdb2	3cbaI1.pdb2	434.15	8593	8593
3cbaL2.pdb2	3cbaI1.pdb2	105.1	8593	8593
3cbaB1.pdb1	3cbaA1.pdb1	423.75	8593	8593
3cbaB1.pdb1	3cbaC1.pdb1	40.15	8593	8593
3cbaH1.pdb1	3cbaA1.pdb1	94.5	8593	8593
3cbaH1.pdb1	3cbaG1.pdb1	428.6	8593	8593
3cbaF1.pdb1	3cbaG1.pdb1	10.2	8593	8593
3cbaF1.pdb1	3cbaE1.pdb1	435.6	8593	8593
3cbaD1.pdb1	3cbaC1.pdb1	423.25	8593	8593
3cbaD1.pdb1	3cbaE1.pdb1	100.55	8593	8593
6cb9A6.pdb1	6cb9A7.pdb1	243.75	None	None
6cb9A6.pdb1	6cb9A3.pdb1	139.4	None	None
6cb9A6.pdb1	6cb9A9.pdb1	243.75	None	None
6cb9A6.pdb1	6cb9A1.pdb1	139.4	None	None
6cb9A4.pdb1	6cb9A2.pdb1	243.75	None	None
6cb9A4.pdb1	6cb9A10.pdb1	139.4	None	None
6cb9A8.pdb1	6cb9A5.pdb1	139.4	None	None
