6dkyA1.pdb1	6dkyB1.pdb1	132.85
4dkbA2.pdb1	4dkbA1.pdb1	1321.15
5dkwP1.pdb1	5dkwT1.pdb1	288.55
5dkwP1.pdb1	5dkwA1.pdb1	350.35
5dkwT1.pdb1	5dkwA1.pdb1	585.75
5dkwT1.pdb1	5dkwD1.pdb1	196.75
5dkwA1.pdb1	5dkwD1.pdb1	394.25
1dkxB1.pdb2	1dkxA3.pdb2	102.1
1dkxB1.pdb2	1dkxA1.pdb2	566.35
1dkxB1.pdb2	1dkxB3.pdb2	2.5
1dkxA4.pdb2	1dkxA3.pdb2	273.2
1dkxA4.pdb2	1dkxA1.pdb2	900.2
1dkxA4.pdb2	1dkxB4.pdb2	566.35
1dkxA4.pdb2	1dkxB2.pdb2	102.1
1dkxA4.pdb2	1dkxA2.pdb2	1654.4
1dkxA3.pdb2	1dkxA1.pdb2	1654.4
1dkxA3.pdb2	1dkxB3.pdb2	566.35
1dkxA3.pdb2	1dkxA2.pdb2	900.2
1dkxA1.pdb2	1dkxB3.pdb2	102.1
1dkxA1.pdb2	1dkxA2.pdb2	273.2
1dkxB4.pdb2	1dkxB2.pdb2	2.5
1dkxB4.pdb2	1dkxA2.pdb2	102.1
1dkxB2.pdb2	1dkxA2.pdb2	566.35
6dkaF1.pdb4	6dkaG1.pdb4	1373.1
1dkaA3.pdb1	1dkaA1.pdb1	1424.8
1dkaA3.pdb1	1dkaA4.pdb1	4693.9
1dkaA3.pdb1	1dkaA2.pdb1	57.3
1dkaA1.pdb1	1dkaA4.pdb1	57.3
1dkaA1.pdb1	1dkaA2.pdb1	4693.9
1dkaA4.pdb1	1dkaA2.pdb1	1424.8
1dkzB1.pdb1	1dkzA1.pdb1	562.1
1dkzB1.pdb1	1dkzA2.pdb1	93.5
1dkzA1.pdb1	1dkzB2.pdb1	93.5
1dkzA1.pdb1	1dkzA2.pdb1	1471.5
1dkzB2.pdb1	1dkzA2.pdb1	562.1
6dkpE1.pdb1	6dkpA1.pdb1	406.85
6dkpE1.pdb1	6dkpC1.pdb1	238.55
6dkpE1.pdb1	6dkpD1.pdb1	2199.3
6dkpA1.pdb1	6dkpB1.pdb1	1245.15
6dkpA1.pdb1	6dkpC1.pdb1	906.1
6dkpA1.pdb1	6dkpD1.pdb1	550.25
6dkpC1.pdb1	6dkpD1.pdb1	185.95
2dkoB2.pdb1	2dkoI1.pdb1	58.7
2dkoB2.pdb1	2dkoA2.pdb1	2167.7
2dkoB2.pdb1	2dkoB1.pdb1	1913.5
2dkoB2.pdb1	2dkoI2.pdb1	374.7
2dkoB2.pdb1	2dkoA1.pdb1	433.9
2dkoI1.pdb1	2dkoB1.pdb1	374.7
2dkoI1.pdb1	2dkoA1.pdb1	201.2
2dkoA2.pdb1	2dkoB1.pdb1	433.9
2dkoA2.pdb1	2dkoI2.pdb1	201.2
2dkoA2.pdb1	2dkoA1.pdb1	323.9
2dkoB1.pdb1	2dkoI2.pdb1	58.7
2dkoB1.pdb1	2dkoA1.pdb1	2167.7
3dk0B1.pdb1	3dk0B2.pdb1	396.7
3dk0B1.pdb1	3dk0A2.pdb1	337.65
3dk0B1.pdb1	3dk0A1.pdb1	889.45
3dk0B2.pdb1	3dk0A2.pdb1	889.45
3dk0B2.pdb1	3dk0A1.pdb1	337.65
3dk0A2.pdb1	3dk0A1.pdb1	405.2
6dk8B1.pdb1	6dk8A1.pdb1	1672.85
6dkcG1.pdb4	6dkcF1.pdb4	1362.85
6dk4A1.pdb1	6dk4B2.pdb1	1265.8
6dkhD1.pdb1	6dkhA1.pdb1	1849.3
3dkqA2.pdb1	3dkqB2.pdb1	818.55
3dkqA2.pdb1	3dkqC2.pdb1	337.8
3dkqA2.pdb1	3dkqC1.pdb1	582.55
3dkqA1.pdb1	3dkqC2.pdb1	582.55
3dkqA1.pdb1	3dkqB1.pdb1	818.55
3dkqA1.pdb1	3dkqC1.pdb1	337.75
3dkqB2.pdb1	3dkqC2.pdb1	574.0
3dkqB2.pdb1	3dkqB1.pdb1	224.4
3dkqC2.pdb1	3dkqC1.pdb1	802.85
3dkqB1.pdb1	3dkqC1.pdb1	574.0
5dkpB1.pdb1	5dkpP1.pdb1	237.0
5dkpB1.pdb1	5dkpL1.pdb1	114.15
5dkpB1.pdb1	5dkpK1.pdb1	790.6
5dkpB1.pdb1	5dkpJ1.pdb1	27.25
5dkpB1.pdb1	5dkpC1.pdb1	1411.45
5dkpB1.pdb1	5dkpA1.pdb1	1436.6
5dkpB1.pdb1	5dkpQ1.pdb1	145.35
5dkpo1.pdb1	5dkpL1.pdb1	142.8
5dkpo1.pdb1	5dkpM1.pdb1	226.5
5dkpO1.pdb1	5dkpG1.pdb1	145.6
5dkpO1.pdb1	5dkpA1.pdb1	225.45
5dkpT1.pdb1	5dkpF1.pdb1	227.9
5dkpT1.pdb1	5dkpE1.pdb1	147.1
5dkpR1.pdb1	5dkpC1.pdb1	144.25
5dkpR1.pdb1	5dkpD1.pdb1	224.2
5dkpP1.pdb1	5dkpA1.pdb1	141.05
5dkpp1.pdb1	5dkpN1.pdb1	238.5
5dkpp1.pdb1	5dkpM1.pdb1	146.85
5dkpU1.pdb1	5dkpG1.pdb1	238.2
5dkpU1.pdb1	5dkpF1.pdb1	143.45
5dkpL1.pdb1	5dkpG1.pdb1	26.55
5dkpL1.pdb1	5dkpK1.pdb1	1648.7
5dkpL1.pdb1	5dkpA1.pdb1	773.3
5dkpL1.pdb1	5dkpZ1.pdb1	234.95
5dkpL1.pdb1	5dkpN1.pdb1	2.1
5dkpL1.pdb1	5dkpM1.pdb1	1441.35
5dkpG1.pdb1	5dkpF1.pdb1	1468.45
5dkpG1.pdb1	5dkpA1.pdb1	1436.65
5dkpG1.pdb1	5dkpN1.pdb1	115.4
5dkpG1.pdb1	5dkpM1.pdb1	774.8
5dkpS1.pdb1	5dkpE1.pdb1	226.2
5dkpS1.pdb1	5dkpD1.pdb1	145.75
5dkpK1.pdb1	5dkpY1.pdb1	282.2
5dkpK1.pdb1	5dkpJ1.pdb1	1502.0
5dkpK1.pdb1	5dkpC1.pdb1	114.75
5dkpK1.pdb1	5dkpA1.pdb1	33.05
5dkpK1.pdb1	5dkpZ1.pdb1	144.8
5dkpW1.pdb1	5dkpH1.pdb1	141.25
5dkpW1.pdb1	5dkpI1.pdb1	225.3
5dkpY1.pdb1	5dkpJ1.pdb1	143.85
5dkpJ1.pdb1	5dkpC1.pdb1	800.2
5dkpJ1.pdb1	5dkpX1.pdb1	235.05
5dkpJ1.pdb1	5dkpD1.pdb1	113.7
5dkpJ1.pdb1	5dkpI1.pdb1	1583.2
5dkpH1.pdb1	5dkpF1.pdb1	115.7
5dkpH1.pdb1	5dkpV1.pdb1	224.1
5dkpH1.pdb1	5dkpE1.pdb1	821.75
5dkpH1.pdb1	5dkpN1.pdb1	1456.1
5dkpH1.pdb1	5dkpD1.pdb1	34.05
5dkpH1.pdb1	5dkpI1.pdb1	1457.95
5dkpF1.pdb1	5dkpE1.pdb1	1457.05
5dkpF1.pdb1	5dkpN1.pdb1	809.6
5dkpF1.pdb1	5dkpM1.pdb1	29.6
5dkpC1.pdb1	5dkpQ1.pdb1	242.9
5dkpC1.pdb1	5dkpD1.pdb1	1458.6
5dkpC1.pdb1	5dkpI1.pdb1	34.2
5dkpX1.pdb1	5dkpI1.pdb1	143.75
5dkpA1.pdb1	5dkpM1.pdb1	115.25
5dkpV1.pdb1	5dkpN1.pdb1	143.75
5dkpE1.pdb1	5dkpN1.pdb1	26.45
5dkpE1.pdb1	5dkpD1.pdb1	1503.9
5dkpE1.pdb1	5dkpI1.pdb1	116.05
5dkpN1.pdb1	5dkpM1.pdb1	1521.5
