6eoqD1.pdb2	6eoqB1.pdb2	2050.95
3eobA1.pdb2	3eobJ1.pdb2	72.9
3eobA1.pdb2	3eobB1.pdb2	1728.2
3eobJ1.pdb2	3eobB1.pdb2	633.55
4eojC1.pdb2	4eojD1.pdb2	1570.2
3eooH1.pdb3	3eooI1.pdb3	1026.0
3eooH1.pdb3	3eooJ1.pdb3	786.95
3eooH1.pdb3	3eooG1.pdb3	3658.1
3eooI1.pdb3	3eooJ1.pdb3	3613.05
3eooI1.pdb3	3eooG1.pdb3	812.5
3eooJ1.pdb3	3eooG1.pdb3	1010.8
3eo8F1.pdb3	3eo8E1.pdb3	3775.9
5eokK1.pdb1	5eokA1.pdb1	493.9
3eo0B1.pdb1	3eo0A1.pdb1	1711.35
5eocL1.pdb1	5eocH1.pdb1	1750.8
5eocL1.pdb1	5eocP1.pdb1	364.75
5eocH1.pdb1	5eocP1.pdb1	203.6
3eo6B1.pdb1	3eo6A1.pdb1	1160.9
6eozA2.pdb1	6eozA1.pdb1	2939.5
5eorL1.pdb1	5eorH1.pdb1	1740.15
5eorL1.pdb1	5eorA1.pdb1	455.65
5eorH1.pdb1	5eorA1.pdb1	325.1
4eoyD1.pdb1	4eoyA1.pdb1	538.0
5eotB1.pdb1	5eotA1.pdb1	1261.5
5eotA1.pdb1	5eotC1.pdb1	782.65
5eoqA1.pdb1	5eoqH1.pdb1	352.9
5eoqA1.pdb1	5eoqL1.pdb1	340.2
5eoqH1.pdb1	5eoqL1.pdb1	1709.5
3eo8D1.pdb2	3eo8C1.pdb2	3797.25
5eo8A2.pdb1	5eo8A1.pdb1	1262.65
5eojA2.pdb1	5eojB1.pdb1	89.0
5eojA2.pdb1	5eojB2.pdb1	749.65
5eojA2.pdb1	5eojC2.pdb1	88.2
5eojA2.pdb1	5eojC1.pdb1	9.6
5eojA2.pdb1	5eojA1.pdb1	673.55
5eojB1.pdb1	5eojB2.pdb1	3.6
5eojB1.pdb1	5eojC2.pdb1	86.65
5eojB1.pdb1	5eojC1.pdb1	695.65
5eojB1.pdb1	5eojA1.pdb1	749.65
5eojB2.pdb1	5eojC2.pdb1	695.65
5eojB2.pdb1	5eojC1.pdb1	86.6
5eojB2.pdb1	5eojA1.pdb1	89.05
5eojC2.pdb1	5eojC1.pdb1	756.5
5eojC2.pdb1	5eojA1.pdb1	9.6
5eojC1.pdb1	5eojA1.pdb1	88.2
4eozD1.pdb3	4eozC1.pdb3	762.5
1eohC1.pdb2	1eohD1.pdb2	1149.65
5eo3A1.pdb3	5eo3B1.pdb3	471.55
6eokC1.pdb1	6eokA1.pdb1	694.3
6eokC1.pdb1	6eokD1.pdb1	1971.1
6eokC1.pdb1	6eokB1.pdb1	928.1
6eokA1.pdb1	6eokD1.pdb1	925.95
6eokA1.pdb1	6eokB1.pdb1	1963.85
6eokD1.pdb1	6eokB1.pdb1	679.15
5eo2E1.pdb3	5eo2F1.pdb3	1645.65
6eo3A1.pdb1	6eo3B1.pdb1	1496.8
1eohB1.pdb1	1eohA1.pdb1	1136.5
3eofB1.pdb1	3eofA1.pdb1	4566.5
3eomA1.pdb1	3eomB1.pdb1	2289.45
3eomA1.pdb1	3eomC1.pdb1	1285.6
3eomA1.pdb1	3eomD1.pdb1	191.9
3eomB1.pdb1	3eomC1.pdb1	242.2
3eomB1.pdb1	3eomD1.pdb1	1101.15
3eomC1.pdb1	3eomD1.pdb1	2274.95
6eoqC1.pdb1	6eoqA1.pdb1	2024.75
4eonD1.pdb2	4eonC1.pdb2	1573.6
3eo3A1.pdb3	3eo3B1.pdb3	118.6
6eoiA1.pdb1	6eoiB1.pdb1	4033.9
5eoxA1.pdb1	5eoxB1.pdb1	1578.0
4eoyF1.pdb3	4eoyC1.pdb3	569.85
4eoqB1.pdb1	4eoqA1.pdb1	1497.35
1eo8B3.pdb1	1eo8B2.pdb1	1399.25
1eo8B3.pdb1	1eo8A3.pdb1	2918.8
1eo8B3.pdb1	1eo8B1.pdb1	1399.2
1eo8B3.pdb1	1eo8A2.pdb1	258.45
1eo8B3.pdb1	1eo8A1.pdb1	287.0
1eo8B2.pdb1	1eo8A3.pdb1	287.0
1eo8B2.pdb1	1eo8B1.pdb1	1399.2
1eo8B2.pdb1	1eo8A2.pdb1	2918.85
1eo8B2.pdb1	1eo8A1.pdb1	258.5
1eo8A3.pdb1	1eo8B1.pdb1	258.45
