4dn3H1.pdb1	4dn3L1.pdb1	1663.4
1dnlA1.pdb1	1dnlA2.pdb1	2460.5
5dnyA1.pdb1	5dnyD1.pdb1	85.85
5dnyA1.pdb1	5dnyC1.pdb1	690.0
5dnyA1.pdb1	5dnyB1.pdb1	2115.55
5dnyD1.pdb1	5dnyF1.pdb1	217.05
5dnyD1.pdb1	5dnyC1.pdb1	2122.25
5dnyD1.pdb1	5dnyB1.pdb1	1490.0
5dnyD1.pdb1	5dnyE1.pdb1	447.3
5dnyF1.pdb1	5dnyB1.pdb1	448.6
5dnyF1.pdb1	5dnyE1.pdb1	950.05
5dnyC1.pdb1	5dnyB1.pdb1	57.8
5dnyB1.pdb1	5dnyE1.pdb1	155.5
3dnoB1.pdb1	3dnoA1.pdb1	1391.55
3dnoB1.pdb1	3dnoC1.pdb1	3803.85
3dnoD1.pdb1	3dnoF1.pdb1	1073.3
3dnoD1.pdb1	3dnoE1.pdb1	1391.0
3dnoH1.pdb1	3dnoG1.pdb1	1391.15
3dnoH1.pdb1	3dnoI1.pdb1	3804.9
3dnoF1.pdb1	3dnoE1.pdb1	3804.35
3dnoG1.pdb1	3dnoI1.pdb1	1072.95
3dnoA1.pdb1	3dnoC1.pdb1	1073.3
5dn2D1.pdb4	5dn2F1.pdb4	314.75
3dnpA1.pdb1	3dnpA2.pdb1	919.1
1dn9B1.pdb1	1dn9A1.pdb1	587.25
4dnoB1.pdb1	4dnoA1.pdb1	1381.1
5dnaA1.pdb1	5dnaB1.pdb1	3094.95
5dnsA2.pdb1	5dnsB1.pdb1	682.55
4dnrA2.pdb1	4dnrA1.pdb1	3327.9
4dnrA2.pdb1	4dnrB1.pdb1	215.0
4dnrA2.pdb1	4dnrC3.pdb1	289.35
4dnrA2.pdb1	4dnrB3.pdb1	192.35
4dnrA2.pdb1	4dnrB2.pdb1	2030.4
4dnrA2.pdb1	4dnrA3.pdb1	3327.9
4dnrA2.pdb1	4dnrC2.pdb1	1525.4
4dnrA1.pdb1	4dnrB1.pdb1	2030.45
4dnrA1.pdb1	4dnrB3.pdb1	214.9
4dnrA1.pdb1	4dnrB2.pdb1	192.3
4dnrA1.pdb1	4dnrA3.pdb1	3327.9
4dnrA1.pdb1	4dnrC1.pdb1	1525.35
4dnrA1.pdb1	4dnrC2.pdb1	289.35
4dnrB1.pdb1	4dnrA3.pdb1	192.35
4dnrB1.pdb1	4dnrC1.pdb1	1689.6
4dnrB1.pdb1	4dnrC2.pdb1	1184.2
4dnrC3.pdb1	4dnrB3.pdb1	1689.55
4dnrC3.pdb1	4dnrB2.pdb1	1184.15
4dnrC3.pdb1	4dnrA3.pdb1	1525.35
4dnrB3.pdb1	4dnrA3.pdb1	2030.35
4dnrB3.pdb1	4dnrC1.pdb1	1184.15
4dnrB2.pdb1	4dnrA3.pdb1	214.9
4dnrB2.pdb1	4dnrC2.pdb1	1689.55
4dnrA3.pdb1	4dnrC1.pdb1	289.35
1dnuD1.pdb2	1dnuB1.pdb2	5471.85
1dneA1.pdb1	1dneB1.pdb1	583.25
4dn1B1.pdb1	4dn1A1.pdb1	2340.55
4dnoC1.pdb2	4dnoD1.pdb2	1370.95
3dn9E1.pdb1	3dn9D1.pdb1	939.85
3dn9E1.pdb1	3dn9F1.pdb1	984.35
3dn9B1.pdb1	3dn9C1.pdb1	946.75
3dn9B1.pdb1	3dn9A1.pdb1	982.6
3dn9C1.pdb1	3dn9D1.pdb1	981.8
3dn9A1.pdb1	3dn9F1.pdb1	932.9
2dndA1.pdb1	2dndB1.pdb1	556.3
5dn0A1.pdb1	5dn0A2.pdb1	674.7
6dnoA1.pdb1	6dnoC1.pdb1	203.8
6dnoA1.pdb1	6dnoB1.pdb1	1084.25
6dntA1.pdb1	6dntA2.pdb1	1194.8
5dn2A1.pdb1	5dn2G1.pdb1	331.7
2dn1B1.pdb1	2dn1A1.pdb1	901.0
2dn1B1.pdb1	2dn1A2.pdb1	525.9
2dn1B1.pdb1	2dn1B2.pdb1	120.4
2dn1A1.pdb1	2dn1A2.pdb1	113.6
2dn1A1.pdb1	2dn1B2.pdb1	525.9
2dn1A2.pdb1	2dn1B2.pdb1	901.0
1dnfB1.pdb1	1dnfA1.pdb1	251.8
4dnuA2.pdb1	4dnuA1.pdb1	1290.0
4dnkA1.pdb1	4dnkB1.pdb1	967.65
4dn2A1.pdb1	4dn2B1.pdb1	3591.95
4dn6A1.pdb1	4dn6B1.pdb1	654.4
6dnkA2.pdb1	6dnkA1.pdb1	1812.1
2dnjB2.pdb1	2dnjA2.pdb1	312.5
2dnjB2.pdb1	2dnjA1.pdb1	205.0
2dnjB2.pdb1	2dnjC2.pdb1	276.55
2dnjB2.pdb1	2dnjC1.pdb1	88.3
2dnjB2.pdb1	2dnjB1.pdb1	170.6
2dnjA2.pdb1	2dnjC2.pdb1	333.85
2dnjA2.pdb1	2dnjC1.pdb1	49.1
2dnjA2.pdb1	2dnjB1.pdb1	205.0
2dnjA1.pdb1	2dnjC2.pdb1	49.1
2dnjA1.pdb1	2dnjC1.pdb1	333.85
2dnjA1.pdb1	2dnjB1.pdb1	312.5
2dnjC2.pdb1	2dnjB1.pdb1	88.3
2dnjC1.pdb1	2dnjB1.pdb1	276.55
