5b4wG1.pdb1	5b4wA1.pdb1	661.3
6b4oC1.pdb2	6b4oD1.pdb2	3248.0
4b4kI1.pdb2	4b4kJ1.pdb2	1859.55
4b4kI1.pdb2	4b4kK1.pdb2	989.05
4b4kI1.pdb2	4b4kG1.pdb2	616.35
4b4kI1.pdb2	4b4kL1.pdb2	397.8
4b4kJ1.pdb2	4b4kK1.pdb2	397.9
4b4kJ1.pdb2	4b4kH1.pdb2	395.35
4b4kJ1.pdb2	4b4kE1.pdb2	0.7
4b4kJ1.pdb2	4b4kL1.pdb2	991.65
4b4kK1.pdb2	4b4kG1.pdb2	1866.85
4b4kK1.pdb2	4b4kE1.pdb2	410.45
4b4kG1.pdb2	4b4kF1.pdb2	408.95
4b4kG1.pdb2	4b4kE1.pdb2	988.9
4b4kH1.pdb2	4b4kF1.pdb2	992.3
4b4kH1.pdb2	4b4kE1.pdb2	611.8
4b4kH1.pdb2	4b4kL1.pdb2	1876.0
4b4kF1.pdb2	4b4kE1.pdb2	1865.9
4b4kF1.pdb2	4b4kL1.pdb2	409.3
1b4aA1.pdb1	1b4aC1.pdb1	407.65
1b4aA1.pdb1	1b4aF1.pdb1	922.65
1b4aA1.pdb1	1b4aE1.pdb1	7.95
1b4aA1.pdb1	1b4aB1.pdb1	431.9
1b4aA1.pdb1	1b4aD1.pdb1	150.9
1b4aC1.pdb1	1b4aF1.pdb1	0.35
1b4aC1.pdb1	1b4aE1.pdb1	253.9
1b4aC1.pdb1	1b4aB1.pdb1	429.1
1b4aC1.pdb1	1b4aD1.pdb1	798.75
1b4aF1.pdb1	1b4aE1.pdb1	419.6
1b4aF1.pdb1	1b4aB1.pdb1	141.7
1b4aF1.pdb1	1b4aD1.pdb1	415.75
1b4aE1.pdb1	1b4aB1.pdb1	809.5
1b4aE1.pdb1	1b4aD1.pdb1	493.45
1b4aB1.pdb1	1b4aD1.pdb1	7.7
2b4qB2.pdb2	2b4qA1.pdb2	89.75
2b4qB2.pdb2	2b4qA2.pdb2	1565.35
2b4qB2.pdb2	2b4qB1.pdb2	1883.3
2b4qA1.pdb2	2b4qA2.pdb2	1897.15
2b4qA1.pdb2	2b4qB1.pdb2	1565.4
2b4qA2.pdb2	2b4qB1.pdb2	89.7
5b4fA1.pdb1	5b4fA2.pdb1	858.15
3b4cB1.pdb1	3b4cA1.pdb1	1419.35
4b4cA2.pdb1	4b4cA1.pdb1	469.4
2b4cL1.pdb1	2b4cG1.pdb1	100.9
2b4cL1.pdb1	2b4cH1.pdb1	1925.45
2b4cG1.pdb1	2b4cH1.pdb1	776.4
2b4cG1.pdb1	2b4cC1.pdb1	1178.7
2b4cH1.pdb1	2b4cC1.pdb1	30.5
4b4bD1.pdb2	4b4bD2.pdb2	1830.4
4b4bD1.pdb2	4b4bA2.pdb2	16.0
4b4bD1.pdb2	4b4bA1.pdb2	1451.55
4b4bD2.pdb2	4b4bA2.pdb2	1451.55
4b4bD2.pdb2	4b4bA1.pdb2	16.0
4b4bA2.pdb2	4b4bA1.pdb2	1792.5
3b48E1.pdb3	3b48F1.pdb3	1188.15
1b4nA1.pdb1	1b4nB1.pdb1	772.25
1b4nA1.pdb1	1b4nD1.pdb1	752.05
1b4nB1.pdb1	1b4nC1.pdb1	744.45
1b4nD1.pdb1	1b4nC1.pdb1	763.15
1b41B1.pdb1	1b41A1.pdb1	1048.35
3b4oA1.pdb1	3b4oB1.pdb1	2185.45
6b4iF1.pdb1	6b4iB1.pdb1	1378.55
6b4iB1.pdb1	6b4iC1.pdb1	1098.4
5b4wE1.pdb5	5b4wK1.pdb5	679.2
6b4jA1.pdb2	6b4jD1.pdb2	1016.25
6b4jA1.pdb2	6b4jE1.pdb2	1407.45
2b4qB1.pdb1	2b4qA1.pdb1	1565.4
4b4mA1.pdb1	4b4mB2.pdb1	16.2
4b4mA1.pdb1	4b4mB1.pdb1	1381.25
4b4mA1.pdb1	4b4mA2.pdb1	1793.6
4b4mB2.pdb1	4b4mB1.pdb1	1807.5
4b4mB2.pdb1	4b4mA2.pdb1	1381.25
4b4mB1.pdb1	4b4mA2.pdb1	16.2
3b48C1.pdb2	3b48D1.pdb2	1149.8
2b4gA1.pdb1	2b4gB1.pdb1	2305.1
1b4lA2.pdb1	1b4lA1.pdb1	687.85
1b44H1.pdb1	1b44D1.pdb1	1348.7
1b44H1.pdb1	1b44G1.pdb1	1372.25
1b44E1.pdb1	1b44D1.pdb1	1371.8
1b44E1.pdb1	1b44F1.pdb1	1423.05
1b44G1.pdb1	1b44F1.pdb1	1351.25
6b4jB1.pdb1	6b4jF1.pdb1	1454.05
6b4jB1.pdb1	6b4jC1.pdb1	1080.95
3b4rA1.pdb1	3b4rB1.pdb1	1298.05
4b4uA1.pdb1	4b4uB1.pdb1	1389.25
6b4zA1.pdb2	6b4zA2.pdb2	1176.2
2b4iB1.pdb1	2b4iC1.pdb1	651.65
2b4iB1.pdb1	2b4iA1.pdb1	647.3
2b4iC1.pdb1	2b4iA1.pdb1	640.05
1b4kA3.pdb1	1b4kA2.pdb1	237.5
1b4kA3.pdb1	1b4kA1.pdb1	237.5
1b4kA3.pdb1	1b4kB2.pdb1	2011.4
1b4kA3.pdb1	1b4kB3.pdb1	2900.3
1b4kA2.pdb1	1b4kB2.pdb1	2900.3
1b4kA2.pdb1	1b4kB4.pdb1	2011.4
1b4kA2.pdb1	1b4kA4.pdb1	237.5
1b4kA1.pdb1	1b4kB1.pdb1	2900.3
1b4kA1.pdb1	1b4kA4.pdb1	237.5
