2fl5B1.pdb2	2fl5A1.pdb2	1876.6
3flhC1.pdb1	3flhB1.pdb1	588.85
3flhC1.pdb1	3flhA1.pdb1	644.15
3flhB1.pdb1	3flhA1.pdb1	775.0
5fliE1.pdb2	5fliF1.pdb2	1904.4
6flwA1.pdb1	6flwB1.pdb1	857.85
6flwA1.pdb1	6flwD1.pdb1	71.5
6flwA1.pdb1	6flwC1.pdb1	733.85
6flwB1.pdb1	6flwD1.pdb1	751.65
6flwB1.pdb1	6flwC1.pdb1	64.35
6flwD1.pdb1	6flwC1.pdb1	838.9
4fl0B1.pdb1	4fl0A1.pdb1	3355.45
1fl6L1.pdb1	1fl6H1.pdb1	1661.7
5fljL1.pdb2	5fljK1.pdb2	1865.55
2fl5E1.pdb4	2fl5F1.pdb4	1843.25
3flmB1.pdb1	3flmA1.pdb1	2562.9
3fluD1.pdb1	3fluC1.pdb1	1370.95
3fluD1.pdb1	3fluB1.pdb1	798.6
3fluA1.pdb1	3fluC1.pdb1	829.25
3fluA1.pdb1	3fluB1.pdb1	1369.45
2fl5C1.pdb3	2fl5D1.pdb3	1858.7
6flgA1.pdb1	6flgC1.pdb1	360.8
2flqA1.pdb1	2flqB1.pdb1	1364.15
1fltW2.pdb2	1fltY1.pdb2	467.2
1fltW2.pdb2	1fltY2.pdb2	288.55
1fltW2.pdb2	1fltV2.pdb2	1336.95
1fltW2.pdb2	1fltX2.pdb2	586.8
1fltY1.pdb2	1fltV1.pdb2	558.9
1fltY1.pdb2	1fltY2.pdb2	62.0
1fltY1.pdb2	1fltV2.pdb2	376.2
1fltY1.pdb2	1fltW1.pdb2	288.5
1fltY1.pdb2	1fltX2.pdb2	70.35
1fltV1.pdb2	1fltX1.pdb2	366.55
1fltV1.pdb2	1fltY2.pdb2	376.2
1fltV1.pdb2	1fltW1.pdb2	1336.95
1fltX1.pdb2	1fltY2.pdb2	70.35
1fltX1.pdb2	1fltW1.pdb2	586.8
1fltY2.pdb2	1fltV2.pdb2	558.9
1fltY2.pdb2	1fltW1.pdb2	467.15
1fltV2.pdb2	1fltX2.pdb2	366.55
3fl0A1.pdb1	3fl0B1.pdb1	1381.75
5fljJ1.pdb5	5fljI1.pdb5	1870.0
2flzC2.pdb3	2flzC3.pdb3	1362.05
2flzC2.pdb3	2flzC1.pdb3	1363.3
2flzC3.pdb3	2flzC1.pdb3	1366.8
3fltB4.pdb1	3fltA1.pdb1	566.55
3fltB4.pdb1	3fltA4.pdb1	567.15
3fltB4.pdb1	3fltA6.pdb1	323.3
3fltB4.pdb1	3fltB7.pdb1	832.1
3fltA7.pdb1	3fltA1.pdb1	857.5
3fltA7.pdb1	3fltB1.pdb1	323.3
3fltA7.pdb1	3fltB5.pdb1	566.55
3fltA7.pdb1	3fltB7.pdb1	567.15
3fltA8.pdb1	3fltA2.pdb1	857.5
3fltA8.pdb1	3fltB8.pdb1	567.15
3fltA8.pdb1	3fltB6.pdb1	566.55
3fltA8.pdb1	3fltB2.pdb1	323.3
3fltA1.pdb1	3fltB1.pdb1	567.15
3fltA1.pdb1	3fltB7.pdb1	323.3
3fltA2.pdb1	3fltB8.pdb1	323.3
3fltA2.pdb1	3fltB3.pdb1	566.55
3fltA2.pdb1	3fltB2.pdb1	567.15
3fltA4.pdb1	3fltA6.pdb1	857.5
3fltA4.pdb1	3fltB6.pdb1	323.3
3fltA4.pdb1	3fltB2.pdb1	566.55
3fltA6.pdb1	3fltB6.pdb1	567.15
3fltA6.pdb1	3fltB7.pdb1	566.55
3fltB8.pdb1	3fltB3.pdb1	832.1
3fltB8.pdb1	3fltA5.pdb1	566.55
3fltB3.pdb1	3fltA3.pdb1	567.15
3fltB3.pdb1	3fltA5.pdb1	323.3
3fltB6.pdb1	3fltB2.pdb1	832.1
3fltA3.pdb1	3fltB1.pdb1	566.55
3fltA3.pdb1	3fltB5.pdb1	323.3
3fltA3.pdb1	3fltA5.pdb1	857.5
3fltB1.pdb1	3fltB5.pdb1	832.1
3fltB5.pdb1	3fltA5.pdb1	567.15
6fl0F1.pdb6	6fl0O1.pdb6	1122.9
6flcG1.pdb2	6flcL1.pdb2	414.45
6flcG1.pdb2	6flcH1.pdb2	394.55
6flcL1.pdb2	6flcH1.pdb2	1824.4
1fl1A1.pdb2	1fl1B1.pdb2	1240.6
1fl1A2.pdb2	1fl1B2.pdb2	1240.55
1fl1B1.pdb2	1fl1B2.pdb2	425.5
5fliK1.pdb1	5fliL1.pdb1	1852.65
5fliC1.pdb5	5fliB1.pdb5	1881.6
1fl7A1.pdb1	1fl7B1.pdb1	2043.2
2fl8O1.pdb1	2fl8N1.pdb1	1323.9
2fl8O1.pdb1	2fl8M1.pdb1	1339.3
2fl8J1.pdb1	2fl8K1.pdb1	1327.35
2fl8J1.pdb1	2fl8L1.pdb1	1339.35
2fl8N1.pdb1	2fl8M1.pdb1	1327.35
2fl8H1.pdb1	2fl8G1.pdb1	1327.3
2fl8H1.pdb1	2fl8I1.pdb1	1323.95
2fl8E1.pdb1	2fl8F1.pdb1	1323.9
2fl8E1.pdb1	2fl8D1.pdb1	1327.35
2fl8A1.pdb1	2fl8B1.pdb1	1327.35
2fl8A1.pdb1	2fl8C1.pdb1	1339.35
2fl8F1.pdb1	2fl8D1.pdb1	1339.3
2fl8P1.pdb1	2fl8Q1.pdb1	1327.35
2fl8P1.pdb1	2fl8R1.pdb1	1339.35
2fl8Q1.pdb1	2fl8R1.pdb1	1324.0
2fl8G1.pdb1	2fl8I1.pdb1	1339.3
2fl8B1.pdb1	2fl8C1.pdb1	1323.95
2fl8K1.pdb1	2fl8L1.pdb1	1323.95
2fl5L1.pdb1	2fl5H1.pdb1	1875.65
5fljG1.pdb3	5fljH1.pdb3	1868.1
5fljD1.pdb1	5fljC1.pdb1	1884.15
6fl0D1.pdb4	6fl0M2.pdb4	995.35
2fl1C2.pdb2	2fl1B2.pdb2	780.8
2fl1C2.pdb2	2fl1B1.pdb2	3.3
2fl1C2.pdb2	2fl1C1.pdb2	1191.3
2fl1B2.pdb2	2fl1B1.pdb2	1114.55
2fl1B2.pdb2	2fl1C1.pdb2	3.3
2fl1B1.pdb2	2fl1C1.pdb2	780.8
1flkA3.pdb1	1flkA2.pdb1	1239.2
1flkA3.pdb1	1flkA1.pdb1	1239.2
1flkA2.pdb1	1flkA1.pdb1	1239.2
4flbA2.pdb1	4flbA1.pdb1	812.3
4flaC1.pdb2	4flaD1.pdb2	3090.8
2fl9A1.pdb1	2fl9B1.pdb1	1322.85
2fl9A1.pdb1	2fl9C1.pdb1	1339.55
2fl9K1.pdb1	2fl9J1.pdb1	1322.85
2fl9K1.pdb1	2fl9L1.pdb1	1324.4
2fl9M1.pdb1	2fl9O1.pdb1	1339.6
2fl9M1.pdb1	2fl9N1.pdb1	1322.8
2fl9G1.pdb1	2fl9I1.pdb1	1339.55
2fl9G1.pdb1	2fl9H1.pdb1	1322.75
2fl9E1.pdb1	2fl9D1.pdb1	1322.8
2fl9E1.pdb1	2fl9F1.pdb1	1324.35
2fl9O1.pdb1	2fl9N1.pdb1	1324.35
2fl9Q1.pdb1	2fl9P1.pdb1	1322.85
2fl9Q1.pdb1	2fl9R1.pdb1	1324.35
2fl9B1.pdb1	2fl9C1.pdb1	1324.4
2fl9D1.pdb1	2fl9F1.pdb1	1339.6
2fl9J1.pdb1	2fl9L1.pdb1	1339.55
2fl9I1.pdb1	2fl9H1.pdb1	1324.35
2fl9P1.pdb1	2fl9R1.pdb1	1339.6
1flgB1.pdb1	1flgA1.pdb1	1131.85
3fldB1.pdb1	3fldA1.pdb1	2197.7
1fl2A2.pdb2	1fl2A1.pdb2	2239.15
6fl0A1.pdb1	6fl0G1.pdb1	1037.1
2flzB1.pdb2	2flzB2.pdb2	1358.6
2flzB1.pdb2	2flzB3.pdb2	1355.6
2flzB2.pdb2	2flzB3.pdb2	1359.7
2flzA1.pdb1	2flzA2.pdb1	1358.95
2flzA1.pdb1	2flzA3.pdb1	1360.55
2flzA2.pdb1	2flzA3.pdb1	1360.1
2fl4A1.pdb1	2fl4A2.pdb1	3591.2
4flmA1.pdb1	4flmB1.pdb1	888.95
5fluK1.pdb1	5fluM1.pdb1	81.4
5fluK1.pdb1	5fluG1.pdb1	90.85
5fluK1.pdb1	5fluA1.pdb1	220.65
5fluK1.pdb1	5fluI1.pdb1	81.35
5fluK1.pdb1	5fluH1.pdb1	575.2
5fluK1.pdb1	5fluL1.pdb1	1507.55
5fluK1.pdb1	5fluJ1.pdb1	1507.55
5fluM1.pdb1	5fluI1.pdb1	220.65
5fluM1.pdb1	5fluH1.pdb1	90.9
5fluM1.pdb1	5fluL1.pdb1	1507.5
5fluM1.pdb1	5fluJ1.pdb1	575.15
5fluF1.pdb1	5fluC1.pdb1	575.2
5fluF1.pdb1	5fluG1.pdb1	1507.5
5fluF1.pdb1	5fluA1.pdb1	81.35
5fluF1.pdb1	5fluI1.pdb1	220.65
5fluF1.pdb1	5fluH1.pdb1	575.2
5fluF1.pdb1	5fluB1.pdb1	220.65
5fluF1.pdb1	5fluE1.pdb1	1507.6
5fluF1.pdb1	5fluD1.pdb1	81.35
5fluF1.pdb1	5fluJ1.pdb1	90.8
5fluC1.pdb1	5fluG1.pdb1	220.65
5fluC1.pdb1	5fluA1.pdb1	90.9
5fluC1.pdb1	5fluB1.pdb1	1507.55
5fluC1.pdb1	5fluE1.pdb1	81.35
5fluC1.pdb1	5fluD1.pdb1	1507.6
5fluG1.pdb1	5fluA1.pdb1	1507.55
5fluG1.pdb1	5fluI1.pdb1	575.15
5fluG1.pdb1	5fluH1.pdb1	81.4
5fluG1.pdb1	5fluB1.pdb1	90.9
5fluG1.pdb1	5fluE1.pdb1	81.4
5fluG1.pdb1	5fluD1.pdb1	575.2
5fluG1.pdb1	5fluJ1.pdb1	220.65
5fluA1.pdb1	5fluI1.pdb1	81.35
5fluA1.pdb1	5fluH1.pdb1	1507.55
5fluA1.pdb1	5fluL1.pdb1	90.85
5fluA1.pdb1	5fluE1.pdb1	575.15
5fluA1.pdb1	5fluD1.pdb1	220.65
5fluA1.pdb1	5fluJ1.pdb1	575.1
5fluI1.pdb1	5fluH1.pdb1	1507.6
5fluI1.pdb1	5fluL1.pdb1	575.15
5fluI1.pdb1	5fluE1.pdb1	90.9
5fluI1.pdb1	5fluJ1.pdb1	1507.5
5fluH1.pdb1	5fluL1.pdb1	220.7
5fluH1.pdb1	5fluE1.pdb1	220.7
5fluH1.pdb1	5fluD1.pdb1	90.9
5fluH1.pdb1	5fluJ1.pdb1	81.35
5fluL1.pdb1	5fluJ1.pdb1	81.35
5fluB1.pdb1	5fluE1.pdb1	575.2
5fluB1.pdb1	5fluD1.pdb1	81.35
5fluE1.pdb1	5fluD1.pdb1	1507.55
1fl7C1.pdb3	1fl7B1.pdb3	213.9
1fl7C1.pdb3	1fl7A1.pdb3	301.0
1fl7C1.pdb3	1fl7D1.pdb3	1862.0
1fl7B1.pdb3	1fl7A1.pdb3	2043.45
1fl7B1.pdb3	1fl7D1.pdb3	262.6
1fl7A1.pdb3	1fl7D1.pdb3	444.4
6fliB1.pdb1	6fliC1.pdb1	2307.25
6fliB1.pdb1	6fliE1.pdb1	15.35
6fliB1.pdb1	6fliA1.pdb1	2315.6
6fliB1.pdb1	6fliD1.pdb1	15.85
6fliC1.pdb1	6fliE1.pdb1	16.05
6fliC1.pdb1	6fliA1.pdb1	16.05
6fliC1.pdb1	6fliD1.pdb1	2315.9
6fliE1.pdb1	6fliA1.pdb1	2309.45
6fliE1.pdb1	6fliD1.pdb1	2289.4
6fliA1.pdb1	6fliD1.pdb1	15.9
3flpK1.pdb1	3flpL1.pdb1	854.9
3flpK1.pdb1	3flpM1.pdb1	590.6
3flpK1.pdb1	3flpI1.pdb1	601.7
3flpK1.pdb1	3flpJ1.pdb1	321.3
3flpL1.pdb1	3flpM1.pdb1	300.45
3flpL1.pdb1	3flpN1.pdb1	595.6
3flpL1.pdb1	3flpJ1.pdb1	589.0
3flpM1.pdb1	3flpN1.pdb1	856.95
3flpM1.pdb1	3flpA1.pdb1	590.5
3flpI1.pdb1	3flpG1.pdb1	593.6
3flpI1.pdb1	3flpJ1.pdb1	855.65
3flpI1.pdb1	3flpH1.pdb1	308.15
3flpF1.pdb1	3flpG1.pdb1	315.1
3flpF1.pdb1	3flpH1.pdb1	603.6
3flpF1.pdb1	3flpD1.pdb1	608.9
3flpF1.pdb1	3flpE1.pdb1	872.5
3flpN1.pdb1	3flpA1.pdb1	317.0
3flpN1.pdb1	3flpB1.pdb1	593.4
3flpG1.pdb1	3flpH1.pdb1	878.9
3flpG1.pdb1	3flpE1.pdb1	587.4
3flpJ1.pdb1	3flpH1.pdb1	606.2
3flpD1.pdb1	3flpE1.pdb1	317.65
3flpD1.pdb1	3flpC1.pdb1	868.95
3flpD1.pdb1	3flpB1.pdb1	596.85
3flpE1.pdb1	3flpC1.pdb1	591.7
3flpA1.pdb1	3flpC1.pdb1	601.6
3flpA1.pdb1	3flpB1.pdb1	860.05
3flpC1.pdb1	3flpB1.pdb1	300.5
6flrB1.pdb1	6flrA1.pdb1	669.2
2fleA1.pdb1	2fleB1.pdb1	1800.0
6flyB2.pdb1	6flyA1.pdb1	720.3
6flyB2.pdb1	6flyB1.pdb1	65.4
6flyB2.pdb1	6flyA2.pdb1	814.45
6flyA1.pdb1	6flyB1.pdb1	814.4
6flyA1.pdb1	6flyA2.pdb1	53.05
6flyB1.pdb1	6flyA2.pdb1	720.3
2fl0A1.pdb1	2fl0E2.pdb1	469.7
2fl0A1.pdb1	2fl0H2.pdb1	430.2
2fl0A1.pdb1	2fl0G2.pdb1	470.15
2fl0A1.pdb1	2fl0B1.pdb1	833.45
2fl0A1.pdb1	2fl0F1.pdb1	438.4
2fl0A1.pdb1	2fl0G1.pdb1	20.8
2fl0B3.pdb1	2fl0E1.pdb1	432.8
2fl0B3.pdb1	2fl0A3.pdb1	833.5
2fl0B3.pdb1	2fl0C3.pdb1	469.25
2fl0B3.pdb1	2fl0F3.pdb1	470.2
2fl0B3.pdb1	2fl0D3.pdb1	454.25
2fl0B3.pdb1	2fl0C1.pdb1	20.55
2fl0E2.pdb1	2fl0G2.pdb1	464.1
2fl0E2.pdb1	2fl0B1.pdb1	432.75
2fl0E2.pdb1	2fl0C2.pdb1	418.0
2fl0E2.pdb1	2fl0F2.pdb1	835.1
2fl0E2.pdb1	2fl0D1.pdb1	23.5
2fl0E1.pdb1	2fl0A3.pdb1	469.7
2fl0E1.pdb1	2fl0F1.pdb1	835.05
2fl0E1.pdb1	2fl0G1.pdb1	464.2
2fl0E1.pdb1	2fl0D3.pdb1	23.5
2fl0E1.pdb1	2fl0C1.pdb1	418.0
2fl0G3.pdb1	2fl0A2.pdb1	470.2
2fl0G3.pdb1	2fl0A3.pdb1	20.75
2fl0G3.pdb1	2fl0E3.pdb1	464.15
2fl0G3.pdb1	2fl0F3.pdb1	440.4
2fl0G3.pdb1	2fl0H1.pdb1	404.65
2fl0G3.pdb1	2fl0H3.pdb1	852.3
2fl0D2.pdb1	2fl0C3.pdb1	420.0
2fl0D2.pdb1	2fl0E3.pdb1	23.45
2fl0D2.pdb1	2fl0C2.pdb1	859.85
2fl0D2.pdb1	2fl0B2.pdb1	454.25
2fl0D2.pdb1	2fl0D1.pdb1	475.9
2fl0D2.pdb1	2fl0D3.pdb1	475.9
2fl0H2.pdb1	2fl0G2.pdb1	852.3
2fl0H2.pdb1	2fl0F1.pdb1	24.45
2fl0H2.pdb1	2fl0H1.pdb1	473.8
2fl0H2.pdb1	2fl0G1.pdb1	404.75
