4a65A1.pdb1	4a65B1.pdb1	1503.35
6a60A1.pdb1	6a60B1.pdb1	357.65
6a60A1.pdb1	6a60D1.pdb1	1101.6
6a60F1.pdb1	6a60D1.pdb1	581.45
6a6bG1.pdb1	6a6bF1.pdb1	222.5
6a6bG1.pdb1	6a6bI1.pdb1	1.5
6a6bG1.pdb1	6a6bH1.pdb1	2373.7
6a6bG1.pdb1	6a6bE1.pdb1	224.55
6a6bC1.pdb1	6a6bA1.pdb1	0.9
6a6bC1.pdb1	6a6bI1.pdb1	220.65
6a6bC1.pdb1	6a6bB1.pdb1	2370.8
6a6bC1.pdb1	6a6bJ1.pdb1	219.1
6a6bC1.pdb1	6a6bE1.pdb1	2.5
6a6bC1.pdb1	6a6bD1.pdb1	2369.5
6a6bA1.pdb1	6a6bL1.pdb1	222.85
6a6bA1.pdb1	6a6bB1.pdb1	2350.8
6a6bA1.pdb1	6a6bK1.pdb1	218.55
6a6bF1.pdb1	6a6bE1.pdb1	2379.5
6a6bF1.pdb1	6a6bD1.pdb1	2.4
6a6bL1.pdb1	6a6bJ1.pdb1	1.2
6a6bL1.pdb1	6a6bK1.pdb1	2384.65
6a6bI1.pdb1	6a6bJ1.pdb1	2401.5
6a6bI1.pdb1	6a6bH1.pdb1	2371.8
6a6bI1.pdb1	6a6bD1.pdb1	212.25
6a6bI1.pdb1	6a6bK1.pdb1	3.25
6a6bB1.pdb1	6a6bJ1.pdb1	219.35
6a6bB1.pdb1	6a6bD1.pdb1	2.1
6a6bB1.pdb1	6a6bK1.pdb1	220.45
6a6bJ1.pdb1	6a6bH1.pdb1	3.25
6a6bJ1.pdb1	6a6bK1.pdb1	2371.65
6a6bH1.pdb1	6a6bE1.pdb1	219.8
6a6bH1.pdb1	6a6bD1.pdb1	224.05
6a6bE1.pdb1	6a6bD1.pdb1	2396.45
4a6kA1.pdb1	4a6kD1.pdb1	323.6
4a6kA1.pdb1	4a6kB1.pdb1	446.35
4a6kA1.pdb1	4a6kC1.pdb1	800.6
4a6kD1.pdb1	4a6kB1.pdb1	901.15
4a6kD1.pdb1	4a6kC1.pdb1	120.95
4a6kB1.pdb1	4a6kC1.pdb1	301.4
2a61A1.pdb1	2a61B1.pdb1	2987.65
4a6hC1.pdb1	4a6hB1.pdb1	287.6
4a6hC1.pdb1	4a6hA1.pdb1	781.7
4a6hC1.pdb1	4a6hD1.pdb1	145.75
4a6hB1.pdb1	4a6hA1.pdb1	408.2
4a6hB1.pdb1	4a6hD1.pdb1	867.75
4a6hA1.pdb1	4a6hD1.pdb1	291.85
3a6sB1.pdb3	3a6sA1.pdb3	860.9
2a6dH1.pdb1	2a6dL1.pdb1	1815.85
4a6bB1.pdb1	4a6bA1.pdb1	1811.95
2a65A2.pdb2	2a65A1.pdb2	1268.15
1a6zA1.pdb1	1a6zB1.pdb1	1240.1
6a69B1.pdb1	6a69A1.pdb1	867.15
4a6yB1.pdb1	4a6yA1.pdb1	1806.3
1a6pA1.pdb1	1a6pB1.pdb1	3734.15
4a61A1.pdb1	4a61A2.pdb1	1355.6
6a64A2.pdb1	6a64A1.pdb1	418.4
5a6xC1.pdb1	5a6xD1.pdb1	1281.05
