2j51A1.pdb1	2j51A2.pdb1	1737.45
5j5gE1.pdb1	5j5gA1.pdb1	1584.65
5j5gE1.pdb1	5j5gD1.pdb1	1604.15
5j5gA1.pdb1	5j5gB1.pdb1	1564.85
5j5gC1.pdb1	5j5gD1.pdb1	1597.3
5j5gC1.pdb1	5j5gB1.pdb1	1566.75
3j5qG1.pdb1	3j5qA1.pdb1	186.5
3j5qG1.pdb1	3j5qE1.pdb1	2236.85
3j5qG1.pdb1	3j5qD1.pdb1	2223.4
3j5qG1.pdb1	3j5qH1.pdb1	244.0
3j5qB1.pdb1	3j5qF1.pdb1	188.2
3j5qB1.pdb1	3j5qE1.pdb1	2226.75
3j5qB1.pdb1	3j5qC1.pdb1	244.0
3j5qB1.pdb1	3j5qD1.pdb1	2224.55
3j5qF1.pdb1	3j5qE1.pdb1	244.0
3j5qA1.pdb1	3j5qD1.pdb1	244.0
3j5qE1.pdb1	3j5qH1.pdb1	189.95
3j5qC1.pdb1	3j5qD1.pdb1	187.15
2j5uA4.pdb1	2j5uB3.pdb1	64.6
2j5uA4.pdb1	2j5uB4.pdb1	2196.4
2j5uA2.pdb1	2j5uB1.pdb1	64.6
2j5uA2.pdb1	2j5uB2.pdb1	2196.4
2j5uA9.pdb1	2j5uB10.pdb1	64.65
2j5uA9.pdb1	2j5uB9.pdb1	2196.4
2j5uA7.pdb1	2j5uB8.pdb1	64.65
2j5uA7.pdb1	2j5uB7.pdb1	2196.45
2j5uB8.pdb1	2j5uA8.pdb1	2196.45
2j5uB8.pdb1	2j5uB7.pdb1	581.2
2j5uB8.pdb1	2j5uB11.pdb1	739.8
2j5uB1.pdb1	2j5uB3.pdb1	739.8
2j5uB1.pdb1	2j5uB2.pdb1	581.15
2j5uB1.pdb1	2j5uA1.pdb1	2196.45
2j5uA8.pdb1	2j5uB7.pdb1	64.55
2j5uB10.pdb1	2j5uB12.pdb1	739.8
2j5uB10.pdb1	2j5uA10.pdb1	2196.45
2j5uB10.pdb1	2j5uB9.pdb1	581.2
2j5uA12.pdb1	2j5uB11.pdb1	64.55
2j5uA12.pdb1	2j5uB12.pdb1	2196.45
2j5uB7.pdb1	2j5uB4.pdb1	739.8
2j5uB6.pdb1	2j5uA5.pdb1	64.6
2j5uB6.pdb1	2j5uB5.pdb1	581.1
2j5uB6.pdb1	2j5uB9.pdb1	739.8
2j5uB6.pdb1	2j5uA6.pdb1	2196.45
2j5uA5.pdb1	2j5uB5.pdb1	2196.45
2j5uB11.pdb1	2j5uA11.pdb1	2196.4
2j5uB11.pdb1	2j5uB12.pdb1	581.15
2j5uB3.pdb1	2j5uA3.pdb1	2196.45
2j5uB3.pdb1	2j5uB4.pdb1	581.15
2j5uA3.pdb1	2j5uB4.pdb1	64.6
2j5uB2.pdb1	2j5uB5.pdb1	739.8
2j5uB2.pdb1	2j5uA1.pdb1	64.55
2j5uA11.pdb1	2j5uB12.pdb1	64.65
2j5uB5.pdb1	2j5uA6.pdb1	64.6
2j5uA10.pdb1	2j5uB9.pdb1	64.6
6j5ig1.pdb1	6j5ie1.pdb1	343.6
6j5ig1.pdb1	6j5ib1.pdb1	115.8
6j5ig1.pdb1	6j5if1.pdb1	1.8
6j5iG1.pdb1	6j5iR1.pdb1	19.35
6j5iG1.pdb1	6j5iK1.pdb1	93.95
6j5iG1.pdb1	6j5iC1.pdb1	451.1
6j5iG1.pdb1	6j5iD1.pdb1	597.25
6j5iG1.pdb1	6j5iI1.pdb1	961.55
6j5iG1.pdb1	6j5iN1.pdb1	6.55
6j5iG1.pdb1	6j5iA1.pdb1	551.8
6j5iG1.pdb1	6j5iM1.pdb1	33.5
6j5iG1.pdb1	6j5iH1.pdb1	1020.65
6j5iG1.pdb1	6j5iJ1.pdb1	428.25
6j5iG1.pdb1	6j5iE1.pdb1	455.1
6j5iG1.pdb1	6j5iB1.pdb1	176.2
6j5iG1.pdb1	6j5iL1.pdb1	70.35
6j5iG1.pdb1	6j5iF1.pdb1	414.55
6j5iS1.pdb1	6j5iC1.pdb1	916.0
6j5iS1.pdb1	6j5ic1.pdb1	215.75
6j5iS1.pdb1	6j5iD1.pdb1	159.6
6j5iS1.pdb1	6j5iA1.pdb1	874.35
6j5iS1.pdb1	6j5iE1.pdb1	132.0
6j5iS1.pdb1	6j5iB1.pdb1	171.6
6j5iS1.pdb1	6j5ib1.pdb1	781.2
6j5i81.pdb1	6j5ic1.pdb1	68.7
6j5i81.pdb1	6j5id1.pdb1	283.45
6j5i81.pdb1	6j5ii1.pdb1	368.4
6j5i81.pdb1	6j5iN1.pdb1	52.9
6j5i81.pdb1	6j5ia1.pdb1	1197.15
6j5i81.pdb1	6j5ib1.pdb1	271.9
6j5iR1.pdb1	6j5iK1.pdb1	1424.25
6j5iR1.pdb1	6j5iQ1.pdb1	1483.6
6j5iR1.pdb1	6j5iu1.pdb1	390.1
6j5iR1.pdb1	6j5iH1.pdb1	240.0
6j5iR1.pdb1	6j5iL1.pdb1	8.4
6j5iK1.pdb1	6j5iQ1.pdb1	14.25
6j5iK1.pdb1	6j5iu1.pdb1	313.25
6j5iK1.pdb1	6j5iH1.pdb1	48.9
6j5iK1.pdb1	6j5iL1.pdb1	1419.85
6j5ik1.pdb1	6j5ia1.pdb1	416.05
6j5iP1.pdb1	6j5iO1.pdb1	1375.35
6j5iP1.pdb1	6j5iQ1.pdb1	1347.9
6j5iP1.pdb1	6j5iu1.pdb1	408.15
6j5iP1.pdb1	6j5iH1.pdb1	112.35
6j5iC1.pdb1	6j5ic1.pdb1	272.55
6j5iC1.pdb1	6j5id1.pdb1	136.3
6j5iC1.pdb1	6j5iD1.pdb1	1745.1
6j5iC1.pdb1	6j5iJ1.pdb1	420.45
6j5iC1.pdb1	6j5ib1.pdb1	261.15
6j5iC1.pdb1	6j5iF1.pdb1	2344.2
6j5ic1.pdb1	6j5id1.pdb1	280.45
6j5ic1.pdb1	6j5ib1.pdb1	1435.7
6j5ic1.pdb1	6j5iF1.pdb1	32.35
6j5iO1.pdb1	6j5iI1.pdb1	69.4
6j5iO1.pdb1	6j5iN1.pdb1	1494.2
6j5iO1.pdb1	6j5ia1.pdb1	261.9
6j5iO1.pdb1	6j5iu1.pdb1	250.45
6j5iO1.pdb1	6j5iH1.pdb1	38.4
6j5id1.pdb1	6j5ii1.pdb1	2.5
6j5id1.pdb1	6j5ia1.pdb1	157.2
6j5id1.pdb1	6j5ib1.pdb1	1938.85
6j5id1.pdb1	6j5if1.pdb1	17.35
6j5iD1.pdb1	6j5iA1.pdb1	2358.85
6j5iD1.pdb1	6j5iJ1.pdb1	1081.15
6j5iD1.pdb1	6j5iF1.pdb1	33.4
6j5iQ1.pdb1	6j5iu1.pdb1	426.25
6j5iQ1.pdb1	6j5iH1.pdb1	166.45
6j5iI1.pdb1	6j5iN1.pdb1	87.7
6j5iI1.pdb1	6j5iH1.pdb1	1130.45
6j5ii1.pdb1	6j5ia1.pdb1	427.7
6j5ii1.pdb1	6j5iM1.pdb1	1.7
6j5iN1.pdb1	6j5ia1.pdb1	450.55
6j5iN1.pdb1	6j5iu1.pdb1	229.85
6j5iN1.pdb1	6j5iM1.pdb1	1496.3
6j5ia1.pdb1	6j5iM1.pdb1	349.2
6j5ia1.pdb1	6j5ib1.pdb1	530.4
6j5ia1.pdb1	6j5iL1.pdb1	202.6
6j5ia1.pdb1	6j5if1.pdb1	632.5
6j5iA1.pdb1	6j5iJ1.pdb1	227.6
6j5iA1.pdb1	6j5iE1.pdb1	1793.95
6j5iu1.pdb1	6j5iM1.pdb1	171.95
6j5iu1.pdb1	6j5ie1.pdb1	72.5
6j5iu1.pdb1	6j5iL1.pdb1	187.55
6j5iM1.pdb1	6j5iL1.pdb1	1402.65
6j5iJ1.pdb1	6j5iE1.pdb1	145.15
6j5iJ1.pdb1	6j5iF1.pdb1	164.1
6j5iE1.pdb1	6j5iB1.pdb1	1831.0
6j5ie1.pdb1	6j5if1.pdb1	60.9
6j5iB1.pdb1	6j5iF1.pdb1	2172.3
6j5ib1.pdb1	6j5if1.pdb1	448.55
5j57A1.pdb1	5j57B1.pdb1	577.1
1j55A2.pdb1	1j55A1.pdb1	1458.9
5j5qD1.pdb2	5j5qC1.pdb2	2595.0
6j51h1.pdb1	6j51c1.pdb1	69.1
6j51h1.pdb1	6j51b1.pdb1	269.75
6j51h1.pdb1	6j5101.pdb1	131.2
6j51h1.pdb1	6j51g1.pdb1	2246.55
6j51h1.pdb1	6j5111.pdb1	243.35
6j51h1.pdb1	6j51f1.pdb1	535.3
6j51h1.pdb1	6j51d1.pdb1	36.15
6j51H1.pdb1	6j51C1.pdb1	140.65
6j51H1.pdb1	6j51A1.pdb1	1614.75
6j51H1.pdb1	6j51K1.pdb1	104.95
6j51J1.pdb1	6j51C1.pdb1	1137.2
6j51J1.pdb1	6j51B1.pdb1	1591.55
6j51J1.pdb1	6j51L1.pdb1	110.9
6j51c1.pdb1	6j51b1.pdb1	4.55
6j51c1.pdb1	6j51e1.pdb1	644.9
6j51c1.pdb1	6j51N1.pdb1	401.8
6j51c1.pdb1	6j51g1.pdb1	163.2
