4totA1.pdb1	4totE1.pdb1	86.75
3tosF1.pdb8	3tosG1.pdb8	2592.2
3tosF1.pdb8	3tosE1.pdb8	1331.65
3tosF1.pdb8	3tosC1.pdb8	1328.5
3tosF1.pdb8	3tosB1.pdb8	225.25
3tosG1.pdb8	3tosE1.pdb8	227.25
3tosG1.pdb8	3tosB1.pdb8	1353.25
3tosE1.pdb8	3tosH1.pdb8	1353.0
3tosD1.pdb8	3tosJ1.pdb8	1326.3
3tosD1.pdb8	3tosC1.pdb8	228.25
3tosD1.pdb8	3tosB1.pdb8	1342.45
3tosJ1.pdb8	3tosH1.pdb8	2577.75
3tosC1.pdb8	3tosB1.pdb8	2601.35
1tocA1.pdb1	1tocB1.pdb1	1162.1
1tocB1.pdb1	1tocR1.pdb1	1798.95
1tomI1.pdb1	1tomH1.pdb1	502.95
1tomL1.pdb1	1tomH1.pdb1	1069.4
3tojB1.pdb1	3tojA1.pdb1	949.25
1tonA2.pdb2	1tonA1.pdb2	714.9
3tozE1.pdb3	3tozF1.pdb3	1528.7
3to0B1.pdb1	3to0A1.pdb1	4274.85
3toxB1.pdb1	3toxA1.pdb1	392.35
3toxB1.pdb1	3toxA2.pdb1	1344.2
3toxB1.pdb1	3toxB2.pdb1	1623.8
3toxA1.pdb1	3toxA2.pdb1	1615.3
3toxA1.pdb1	3toxB2.pdb1	1344.2
3toxA2.pdb1	3toxB2.pdb1	392.35
1toiA1.pdb1	1toiA2.pdb1	3190.4
4totF1.pdb2	4totB1.pdb2	88.05
1to0H1.pdb4	1to0G1.pdb4	878.4
3tozD1.pdb2	3tozC1.pdb2	1555.2
4torC2.pdb7	4torC1.pdb7	879.4
3toeB1.pdb1	3toeA1.pdb1	724.85
4to6D1.pdb1	4to6B1.pdb1	2023.9
4to6D1.pdb1	4to6C1.pdb1	430.35
4to6D1.pdb1	4to6A1.pdb1	1830.5
4to6B1.pdb1	4to6C1.pdb1	1804.05
4to6B1.pdb1	4to6A1.pdb1	411.1
4to6C1.pdb1	4to6A1.pdb1	1966.35
5toaB1.pdb1	5toaA1.pdb1	1269.95
1toqH1.pdb4	1toqG1.pdb4	534.2
3tosH1.pdb5	3tosI1.pdb5	227.05
3tosH1.pdb5	3tosJ1.pdb5	2577.75
3tosH1.pdb5	3tosA1.pdb5	1317.25
3tosH1.pdb5	3tosE1.pdb5	1353.0
3tosI1.pdb5	3tosJ1.pdb5	1318.5
3tosI1.pdb5	3tosE1.pdb5	2592.85
3tosC1.pdb5	3tosA1.pdb5	1324.55
3tosC1.pdb5	3tosB1.pdb5	2601.35
3tosJ1.pdb5	3tosA1.pdb5	226.7
3tohA1.pdb1	3tohB1.pdb1	1809.2
4tohD6.pdb1	4tohC6.pdb1	482.95
4tohD6.pdb1	4tohD3.pdb1	860.65
4tohD6.pdb1	4tohB6.pdb1	479.75
4tohD6.pdb1	4tohA6.pdb1	534.4
4tohD6.pdb1	4tohA5.pdb1	31.8
4tohD6.pdb1	4tohC3.pdb1	518.95
4tohC6.pdb1	4tohD3.pdb1	518.9
4tohC6.pdb1	4tohC1.pdb1	862.55
4tohC6.pdb1	4tohA3.pdb1	494.9
4tohC6.pdb1	4tohB6.pdb1	29.6
4tohC6.pdb1	4tohA5.pdb1	479.1
4tohB5.pdb1	4tohB4.pdb1	519.35
4tohB5.pdb1	4tohC5.pdb1	29.55
4tohB5.pdb1	4tohB6.pdb1	519.35
4tohB5.pdb1	4tohD5.pdb1	479.8
4tohB5.pdb1	4tohA5.pdb1	866.6
4tohB5.pdb1	4tohA4.pdb1	476.4
4tohD2.pdb1	4tohC2.pdb1	483.0
4tohD2.pdb1	4tohA1.pdb1	31.85
4tohD2.pdb1	4tohD4.pdb1	860.7
4tohD2.pdb1	4tohA2.pdb1	534.45
4tohD2.pdb1	4tohC4.pdb1	519.0
4tohD2.pdb1	4tohB2.pdb1	479.8
4tohC2.pdb1	4tohA1.pdb1	479.05
4tohC2.pdb1	4tohC5.pdb1	862.55
4tohC2.pdb1	4tohD4.pdb1	518.9
4tohC2.pdb1	4tohB2.pdb1	29.6
4tohC2.pdb1	4tohA4.pdb1	494.9
4tohD3.pdb1	4tohB3.pdb1	479.75
4tohD3.pdb1	4tohA3.pdb1	534.4
4tohD3.pdb1	4tohA2.pdb1	31.8
4tohD3.pdb1	4tohC3.pdb1	483.0
4tohC1.pdb1	4tohA3.pdb1	479.1
4tohC1.pdb1	4tohD1.pdb1	483.0
4tohC1.pdb1	4tohD5.pdb1	518.95
4tohC1.pdb1	4tohA5.pdb1	494.9
4tohC1.pdb1	4tohB1.pdb1	29.55
4tohA1.pdb1	4tohC5.pdb1	494.9
4tohA1.pdb1	4tohD1.pdb1	534.45
4tohA1.pdb1	4tohB1.pdb1	866.6
4tohA1.pdb1	4tohB2.pdb1	476.4
4tohB3.pdb1	4tohA3.pdb1	866.6
4tohB3.pdb1	4tohA2.pdb1	476.4
4tohB3.pdb1	4tohB1.pdb1	519.35
4tohB3.pdb1	4tohB2.pdb1	519.4
4tohB3.pdb1	4tohC3.pdb1	29.6
4tohA3.pdb1	4tohD1.pdb1	31.8
4tohA3.pdb1	4tohB1.pdb1	476.4
4tohB4.pdb1	4tohD4.pdb1	479.75
4tohB4.pdb1	4tohB6.pdb1	519.4
4tohB4.pdb1	4tohA6.pdb1	476.45
4tohB4.pdb1	4tohC4.pdb1	29.6
4tohB4.pdb1	4tohA4.pdb1	866.6
4tohC5.pdb1	4tohD1.pdb1	518.95
4tohC5.pdb1	4tohD5.pdb1	483.0
4tohC5.pdb1	4tohA4.pdb1	479.1
4tohD4.pdb1	4tohA6.pdb1	31.8
4tohD4.pdb1	4tohC4.pdb1	483.05
4tohD4.pdb1	4tohA4.pdb1	534.4
4tohB6.pdb1	4tohA6.pdb1	866.55
4tohB6.pdb1	4tohA5.pdb1	476.4
4tohA2.pdb1	4tohC4.pdb1	494.95
4tohA2.pdb1	4tohB2.pdb1	866.55
4tohA2.pdb1	4tohC3.pdb1	479.15
4tohA6.pdb1	4tohC4.pdb1	479.15
4tohA6.pdb1	4tohC3.pdb1	494.95
4tohD1.pdb1	4tohD5.pdb1	860.7
4tohD1.pdb1	4tohB1.pdb1	479.8
4tohD5.pdb1	4tohA5.pdb1	534.45
4tohD5.pdb1	4tohA4.pdb1	31.85
4tohB1.pdb1	4tohB2.pdb1	519.35
4tohC4.pdb1	4tohC3.pdb1	862.6
5to1A3.pdb1	5to1A2.pdb1	951.85
5to1A3.pdb1	5to1A1.pdb1	951.85
5to1A2.pdb1	5to1A1.pdb1	951.8
3totB1.pdb1	3totA1.pdb1	1675.7
4tofB4.pdb1	4tofA6.pdb1	482.65
4tofB4.pdb1	4tofD4.pdb1	483.0
4tofB4.pdb1	4tofB6.pdb1	476.85
