6mgxB1.pdb3	6mgxA1.pdb3	890.5
1mg3G1.pdb1	1mg3H1.pdb1	452.65
1mg3G1.pdb1	1mg3F1.pdb1	496.75
1mg3G1.pdb1	1mg3E1.pdb1	309.9
1mg3G1.pdb1	1mg3A1.pdb1	38.0
1mg3D1.pdb1	1mg3C1.pdb1	430.95
1mg3H1.pdb1	1mg3E1.pdb1	0.5
1mg3C1.pdb1	1mg3E1.pdb1	49.0
1mg3C1.pdb1	1mg3B1.pdb1	473.8
1mg3C1.pdb1	1mg3A1.pdb1	297.35
1mg3F1.pdb1	1mg3E1.pdb1	1565.2
1mg3F1.pdb1	1mg3A1.pdb1	1434.9
1mg3E1.pdb1	1mg3B1.pdb1	1443.5
1mg3E1.pdb1	1mg3A1.pdb1	662.9
1mg3B1.pdb1	1mg3A1.pdb1	1558.4
4mgdA1.pdb1	4mgdF1.pdb1	487.8
4mgdA1.pdb1	4mgdB1.pdb1	1581.9
4mgdG1.pdb1	4mgdB1.pdb1	488.65
1mg1A3.pdb1	1mg1A1.pdb1	1958.9
1mg1A3.pdb1	1mg1A2.pdb1	1959.0
1mg1A1.pdb1	1mg1A2.pdb1	1958.95
3mgdB2.pdb2	3mgdB1.pdb2	2908.05
4mgyR1.pdb1	4mgyE1.pdb1	1585.4
6mgmA1.pdb1	6mgmB1.pdb1	1071.8
3mgcA2.pdb2	3mgcB2.pdb2	604.7
3mgcA2.pdb2	3mgcA1.pdb2	2377.05
3mgcB1.pdb2	3mgcA1.pdb2	604.7
6mgaA1.pdb2	6mgaA2.pdb2	1275.05
3mgtC1.pdb1	3mgtA1.pdb1	926.3
3mgtB1.pdb1	3mgtA1.pdb1	1380.25
6mgvA1.pdb1	6mgvB1.pdb1	1314.55
6mgrD1.pdb1	6mgrC1.pdb1	2531.0
6mgrD1.pdb1	6mgrA1.pdb1	2415.75
6mgrB1.pdb1	6mgrC1.pdb1	2434.4
6mgrB1.pdb1	6mgrA1.pdb1	2408.05
4mgkR1.pdb1	4mgkE1.pdb1	1585.05
4mgvA2.pdb1	4mgvA1.pdb1	663.5
1mgoA1.pdb1	1mgoB1.pdb1	1698.65
2mgsA1.pdb1	2mgsB1.pdb1	888.8
5mgxC1.pdb5	5mgxE1.pdb5	530.1
1mg2G1.pdb1	1mg2F1.pdb1	484.55
