3thtB1.pdb6	3thtA1.pdb6	954.45
5th5D1.pdb1	5th5A1.pdb1	1499.45
3thtD1.pdb8	3thtC1.pdb8	924.45
3th6B1.pdb1	3th6A1.pdb1	1602.0
3thpA3.pdb2	3thpA2.pdb2	1021.9
3thpA3.pdb2	3thpA1.pdb2	1009.4
3thpA2.pdb2	3thpA4.pdb2	1009.4
3thpA1.pdb2	3thpA4.pdb2	1021.9
3thgA1.pdb2	3thgA2.pdb2	718.0
3thzB1.pdb1	3thzE1.pdb1	728.2
3thzB1.pdb1	3thzD1.pdb1	549.1
3thzB1.pdb1	3thzA1.pdb1	3878.6
3thzE1.pdb1	3thzD1.pdb1	947.4
3thzE1.pdb1	3thzA1.pdb1	322.75
3thzD1.pdb1	3thzA1.pdb1	50.75
1thjA1.pdb1	1thjB1.pdb1	1388.2
1thjA1.pdb1	1thjC1.pdb1	1359.05
1thjB1.pdb1	1thjC1.pdb1	1383.15
5th5B1.pdb2	5th5C1.pdb2	1500.75
2thfA1.pdb1	2thfB1.pdb1	1075.5
1thzB1.pdb1	1thzA1.pdb1	5790.7
1thsL1.pdb1	1thsH1.pdb1	1293.7
1thsI1.pdb1	1thsH1.pdb1	424.6
5thgC1.pdb1	5thgB1.pdb1	1287.3
5thgC1.pdb1	5thgA1.pdb1	1512.55
5thgB1.pdb1	5thgA1.pdb1	1472.1
1thjA2.pdb2	1thjA1.pdb2	208.1
1thjA2.pdb2	1thjC1.pdb2	22.0
1thjA2.pdb2	1thjC2.pdb2	1372.55
1thjA2.pdb2	1thjB2.pdb2	1388.2
1thjA2.pdb2	1thjB1.pdb2	552.95
1thjA1.pdb2	1thjC1.pdb2	1372.55
1thjA1.pdb2	1thjC2.pdb2	22.0
1thjA1.pdb2	1thjB2.pdb2	552.95
1thjA1.pdb2	1thjB1.pdb2	1388.2
1thjC1.pdb2	1thjC2.pdb2	557.95
1thjC1.pdb2	1thjB2.pdb2	211.45
1thjC1.pdb2	1thjB1.pdb2	1383.15
1thjC2.pdb2	1thjB2.pdb2	1383.2
1thjC2.pdb2	1thjB1.pdb2	211.45
1thjB2.pdb2	1thjB1.pdb2	20.8
3thvB1.pdb1	3thvA1.pdb1	720.4
3thvB1.pdb1	3thvC1.pdb1	370.95
3thvA1.pdb1	3thvC1.pdb1	1276.0
3thrB1.pdb1	3thrA1.pdb1	2144.9
3thrB1.pdb1	3thrC1.pdb1	182.25
3thrB1.pdb1	3thrD1.pdb1	1070.5
3thrA1.pdb1	3thrC1.pdb1	1052.85
3thrA1.pdb1	3thrD1.pdb1	148.4
3thrC1.pdb1	3thrD1.pdb1	2144.9
3theB1.pdb2	3theB3.pdb2	925.75
3theB1.pdb2	3theB2.pdb2	925.75
3theB3.pdb2	3theB2.pdb2	925.8
3theA2.pdb1	3theA3.pdb1	890.8
3theA2.pdb1	3theA1.pdb1	890.75
3theA3.pdb1	3theA1.pdb1	890.8
3thyA1.pdb1	3thyE1.pdb1	236.3
3thyA1.pdb1	3thyD1.pdb1	158.6
3thyA1.pdb1	3thyB1.pdb1	4377.85
3thyE1.pdb1	3thyD1.pdb1	997.15
3thyE1.pdb1	3thyB1.pdb1	729.65
3thyD1.pdb1	3thyB1.pdb1	447.0
5thpG1.pdb3	5thpH1.pdb3	1915.05
5thpG1.pdb3	5thpI1.pdb3	246.2
5thpH1.pdb3	5thpI1.pdb3	563.6
5thcD1.pdb1	5thcB1.pdb1	1387.8
5thcD1.pdb1	5thcC1.pdb1	3082.7
5thcD1.pdb1	5thcF1.pdb1	1373.5
5thcD1.pdb1	5thcA1.pdb1	327.6
5thcD1.pdb1	5thcE1.pdb1	295.7
5thcB1.pdb1	5thcC1.pdb1	286.8
5thcB1.pdb1	5thcF1.pdb1	1437.75
5thcB1.pdb1	5thcA1.pdb1	3067.2
5thcB1.pdb1	5thcE1.pdb1	277.4
5thcC1.pdb1	5thcF1.pdb1	262.45
5thcC1.pdb1	5thcA1.pdb1	464.1
5thcC1.pdb1	5thcE1.pdb1	400.55
5thcF1.pdb1	5thcA1.pdb1	274.4
5thcF1.pdb1	5thcE1.pdb1	3028.4
5thcA1.pdb1	5thcE1.pdb1	404.2
1th3D1.pdb1	1th3A1.pdb1	4731.0
1th3D1.pdb1	1th3C1.pdb1	2042.55
1th3D1.pdb1	1th3B1.pdb1	4548.6
1th3A1.pdb1	1th3C1.pdb1	4602.1
1th3A1.pdb1	1th3B1.pdb1	2074.65
1th3C1.pdb1	1th3B1.pdb1	4747.45
3thtA1.pdb5	3thtB1.pdb5	954.4
3thtA1.pdb5	3thtB2.pdb5	1015.95
3thtB1.pdb5	3thtA2.pdb5	1015.95
3thtB2.pdb5	3thtA2.pdb5	954.45
5thbC1.pdb1	5thbB1.pdb1	274.2
5thbC1.pdb1	5thbA1.pdb1	405.0
5thbC1.pdb1	5thbF1.pdb1	267.2
5thbC1.pdb1	5thbE1.pdb1	410.7
5thbC1.pdb1	5thbD1.pdb1	2965.35
5thbB1.pdb1	5thbA1.pdb1	3076.1
5thbB1.pdb1	5thbF1.pdb1	1415.6
5thbB1.pdb1	5thbE1.pdb1	283.4
5thbB1.pdb1	5thbD1.pdb1	1377.9
5thbA1.pdb1	5thbF1.pdb1	271.25
5thbA1.pdb1	5thbE1.pdb1	464.35
5thbA1.pdb1	5thbD1.pdb1	265.55
5thbF1.pdb1	5thbE1.pdb1	3031.1
5thbF1.pdb1	5thbD1.pdb1	1391.65
5thbE1.pdb1	5thbD1.pdb1	297.4
3thkD1.pdb2	3thkB1.pdb2	281.5
5theH1.pdb4	5theG1.pdb4	918.1
1thtB1.pdb1	1thtA1.pdb1	468.6
3thhA2.pdb1	3thhA3.pdb1	947.85
3thhA2.pdb1	3thhA1.pdb1	947.85
3thhA3.pdb1	3thhA1.pdb1	947.85
5thfF1.pdb1	5thfE1.pdb1	2847.3
5thfF1.pdb1	5thfB1.pdb1	1400.0
5thfF1.pdb1	5thfD1.pdb1	1508.3
5thfF1.pdb1	5thfC1.pdb1	282.15
5thfF1.pdb1	5thfA1.pdb1	193.9
5thfE1.pdb1	5thfB1.pdb1	267.9
5thfE1.pdb1	5thfD1.pdb1	188.75
5thfE1.pdb1	5thfC1.pdb1	476.05
5thfE1.pdb1	5thfA1.pdb1	452.4
5thfB1.pdb1	5thfD1.pdb1	1500.55
5thfB1.pdb1	5thfC1.pdb1	194.45
5thfB1.pdb1	5thfA1.pdb1	2842.35
5thfD1.pdb1	5thfC1.pdb1	2779.75
5thfD1.pdb1	5thfA1.pdb1	253.55
5thfC1.pdb1	5thfA1.pdb1	432.4
3thdC1.pdb2	3thdB1.pdb2	883.1
3th2L1.pdb1	3th2H1.pdb1	972.3
