4jz7C1.pdb2	4jz7D1.pdb2	2141.65
5jziE1.pdb1	5jziD1.pdb1	2633.85
5jziE1.pdb1	5jziA1.pdb1	450.55
5jziE1.pdb1	5jziC1.pdb1	132.35
5jziD1.pdb1	5jziA1.pdb1	424.35
5jziD1.pdb1	5jziC1.pdb1	303.7
5jziB1.pdb1	5jziA1.pdb1	1392.35
5jziA1.pdb1	5jziC1.pdb1	921.45
4jzoD1.pdb3	4jzoE1.pdb3	1633.2
4jzoD1.pdb3	4jzoI1.pdb3	397.2
4jzoE1.pdb3	4jzoI1.pdb3	328.1
6jzeB1.pdb1	6jzeA1.pdb1	1339.8
3jzhA1.pdb1	3jzhB1.pdb1	227.7
4jzjC1.pdb1	4jzjH1.pdb1	552.65
4jzjC1.pdb1	4jzjL1.pdb1	384.75
4jzjA1.pdb1	4jzjB1.pdb1	1665.1
4jzjA1.pdb1	4jzjL1.pdb1	110.35
4jzjA1.pdb1	4jzjD1.pdb1	544.15
4jzjB1.pdb1	4jzjL1.pdb1	318.2
4jzjB1.pdb1	4jzjD1.pdb1	353.45
4jzjH1.pdb1	4jzjL1.pdb1	1636.45
3jz3B1.pdb1	3jz3A1.pdb1	1609.6
4jz7A1.pdb1	4jz7B1.pdb1	2168.65
4jzwA1.pdb1	4jzwM1.pdb1	5.5
4jzwA1.pdb1	4jzwG1.pdb1	156.75
4jzwM1.pdb1	4jzwG1.pdb1	481.0
3jzfA1.pdb1	3jzfB1.pdb1	1383.15
1jzvC1.pdb2	1jzvD1.pdb2	398.55
5jztC1.pdb1	5jztE1.pdb1	258.25
5jztC1.pdb1	5jztD1.pdb1	3321.65
5jztC1.pdb1	5jztB1.pdb1	3101.65
5jztC1.pdb1	5jztA1.pdb1	198.25
5jztE1.pdb1	5jztD1.pdb1	3339.25
5jztE1.pdb1	5jztG1.pdb1	281.95
5jztE1.pdb1	5jztF1.pdb1	3262.2
5jztD1.pdb1	5jztB1.pdb1	241.6
5jztD1.pdb1	5jztF1.pdb1	277.05
5jztB1.pdb1	5jztG1.pdb1	251.15
5jztB1.pdb1	5jztA1.pdb1	3000.4
5jztG1.pdb1	5jztA1.pdb1	2869.95
5jztG1.pdb1	5jztF1.pdb1	3118.2
5jztA1.pdb1	5jztF1.pdb1	256.8
6jzcB1.pdb2	6jzcC1.pdb2	1324.45
5jzqB1.pdb1	5jzqA1.pdb1	323.2
4jz8A1.pdb1	4jz8B1.pdb1	2121.95
1jzjB2.pdb3	1jzjB1.pdb3	143.4
1jzjB2.pdb3	1jzjA2.pdb3	531.3
1jzjA1.pdb3	1jzjB1.pdb3	531.3
4jz6A2.pdb1	4jz6A1.pdb1	3212.5
5jz8B1.pdb1	5jz8A1.pdb1	1174.15
5jzbA1.pdb1	5jzbB1.pdb1	607.6
5jzbA1.pdb1	5jzbA2.pdb1	798.1
5jzbA1.pdb1	5jzbB2.pdb1	702.9
5jzbB1.pdb1	5jzbA2.pdb1	702.9
5jzbB1.pdb1	5jzbB2.pdb1	789.5
5jzbA2.pdb1	5jzbB2.pdb1	607.6
