4ho1X2.pdb1	4ho1X1.pdb1	1756.3
2hoqA1.pdb1	2hoqA2.pdb1	667.6
6hooA1.pdb1	6hooB1.pdb1	885.15
2hotD1.pdb1	2hotB1.pdb1	258.65
2hotD1.pdb1	2hotA1.pdb1	358.55
2hotD1.pdb1	2hotC1.pdb1	928.2
2hotB1.pdb1	2hotC1.pdb1	269.4
2hotA1.pdb1	2hotC1.pdb1	358.7
5hoeC2.pdb1	5hoeB2.pdb1	638.45
5hoeC2.pdb1	5hoeD1.pdb1	617.3
5hoeC2.pdb1	5hoeD2.pdb1	1422.1
5hoeC2.pdb1	5hoeA2.pdb1	52.8
5hoeB2.pdb1	5hoeB1.pdb1	28.1
5hoeB2.pdb1	5hoeA1.pdb1	614.65
5hoeB2.pdb1	5hoeA2.pdb1	1425.9
5hoeB1.pdb1	5hoeA1.pdb1	1425.9
5hoeB1.pdb1	5hoeA2.pdb1	614.65
5hoeB1.pdb1	5hoeC1.pdb1	638.45
5hoeD1.pdb1	5hoeA1.pdb1	628.9
5hoeD1.pdb1	5hoeD2.pdb1	45.1
5hoeD1.pdb1	5hoeC1.pdb1	1422.1
5hoeA1.pdb1	5hoeC1.pdb1	52.8
5hoeD2.pdb1	5hoeA2.pdb1	628.9
5hoeD2.pdb1	5hoeC1.pdb1	617.3
6homB1.pdb1	6homA1.pdb1	944.8
4hopC1.pdb2	4hopD1.pdb2	648.2
6hoeA1.pdb1	6hoeA2.pdb1	1365.8
2ho7B1.pdb1	2ho7A1.pdb1	1508.8
1honB1.pdb1	1honA1.pdb1	2811.3
3hodB1.pdb1	3hodA1.pdb1	854.3
2hofB1.pdb1	2hofD1.pdb1	1374.25
2hofB1.pdb1	2hofA2.pdb1	1729.55
2hofB1.pdb1	2hofA1.pdb1	1170.65
2hofB1.pdb1	2hofC1.pdb1	1559.85
2hofB1.pdb1	2hofD2.pdb1	1.65
2hofD1.pdb1	2hofA2.pdb1	51.85
2hofD1.pdb1	2hofA1.pdb1	1351.3
2hofD1.pdb1	2hofC1.pdb1	1550.55
2hofD1.pdb1	2hofB2.pdb1	1.65
2hofA2.pdb1	2hofC2.pdb1	1059.8
2hofA2.pdb1	2hofD2.pdb1	1351.3
2hofA2.pdb1	2hofB2.pdb1	1170.7
2hofA1.pdb1	2hofC1.pdb1	1059.8
2hofA1.pdb1	2hofD2.pdb1	51.85
2hofA1.pdb1	2hofB2.pdb1	1729.55
2hofC2.pdb1	2hofD2.pdb1	1550.55
2hofC2.pdb1	2hofB2.pdb1	1559.85
2hofD2.pdb1	2hofB2.pdb1	1374.25
3ho0B2.pdb1	3ho0A1.pdb1	1001.55
2howA1.pdb1	2howB1.pdb1	1168.5
4ho2A2.pdb2	4ho2A1.pdb2	1254.5
4ho2A2.pdb2	4ho2A4.pdb2	36.0
4ho2A2.pdb2	4ho2A3.pdb2	1577.1
4ho2A1.pdb2	4ho2A4.pdb2	1577.1
4ho2A1.pdb2	4ho2A3.pdb2	36.0
4ho2A4.pdb2	4ho2A3.pdb2	1254.4
3hozN1.pdb1	3hozA1.pdb1	224.45
3hozN1.pdb1	3hozB1.pdb1	110.4
3hozN1.pdb1	3hozT1.pdb1	340.0
3hozA1.pdb1	3hozD1.pdb1	281.15
3hozA1.pdb1	3hozB1.pdb1	9204.5
3hozA1.pdb1	3hozT1.pdb1	777.7
3hozA1.pdb1	3hozP1.pdb1	269.7
3hozA1.pdb1	3hozI1.pdb1	1578.95
3hozA1.pdb1	3hozF1.pdb1	2002.9
3hozA1.pdb1	3hozG1.pdb1	597.8
3hozA1.pdb1	3hozH1.pdb1	1408.2
3hozA1.pdb1	3hozE1.pdb1	2006.1
3hozA1.pdb1	3hozC1.pdb1	336.55
3hozA1.pdb1	3hozK1.pdb1	960.0
3hozD1.pdb1	3hozB1.pdb1	284.05
3hozD1.pdb1	3hozG1.pdb1	2297.7
3hozB1.pdb1	3hozT1.pdb1	577.95
3hozB1.pdb1	3hozP1.pdb1	690.85
3hozB1.pdb1	3hozI1.pdb1	1369.85
3hozB1.pdb1	3hozF1.pdb1	111.1
3hozB1.pdb1	3hozJ1.pdb1	1545.1
3hozB1.pdb1	3hozL1.pdb1	1050.4
3hozB1.pdb1	3hozG1.pdb1	79.95
3hozB1.pdb1	3hozH1.pdb1	13.4
3hozB1.pdb1	3hozE1.pdb1	80.0
3hozB1.pdb1	3hozC1.pdb1	1720.15
3hozB1.pdb1	3hozK1.pdb1	480.25
3hozT1.pdb1	3hozP1.pdb1	423.5
3hozF1.pdb1	3hozG1.pdb1	462.85
3hozF1.pdb1	3hozE1.pdb1	142.3
3hozJ1.pdb1	3hozL1.pdb1	76.2
3hozJ1.pdb1	3hozC1.pdb1	1112.55
3hozL1.pdb1	3hozC1.pdb1	560.55
3hozL1.pdb1	3hozK1.pdb1	16.05
3hozH1.pdb1	3hozC1.pdb1	176.6
3hozH1.pdb1	3hozK1.pdb1	172.8
3hozC1.pdb1	3hozK1.pdb1	2036.6
5hoxA1.pdb1	5hoxB1.pdb1	228.4
5hoxA1.pdb1	5hoxC1.pdb1	227.95
