4x24A1.pdb1	4x24B1.pdb1	1401.75
5x2uI1.pdb3	5x2uK1.pdb3	68.75
5x2uI1.pdb3	5x2uL1.pdb3	624.7
5x2uI1.pdb3	5x2uJ1.pdb3	895.75
5x2uK1.pdb3	5x2uL1.pdb3	919.65
5x2uK1.pdb3	5x2uJ1.pdb3	635.55
5x2uL1.pdb3	5x2uJ1.pdb3	58.0
4x2dA2.pdb2	4x2dC1.pdb2	662.65
3x2vA1.pdb1	3x2vS1.pdb1	1031.05
4x2dC2.pdb1	4x2dA1.pdb1	662.65
1x29B1.pdb1	1x29A1.pdb1	3251.5
3x27B1.pdb1	3x27A1.pdb1	3139.0
3x2qE1.pdb1	3x2qI1.pdb1	630.5
3x2qE1.pdb1	3x2qF1.pdb1	156.1
3x2qE1.pdb1	3x2qB1.pdb1	277.85
3x2qE1.pdb1	3x2qD1.pdb1	1284.15
3x2qG1.pdb1	3x2qH1.pdb1	209.65
3x2qG1.pdb1	3x2qF1.pdb1	68.2
3x2qG1.pdb1	3x2qC1.pdb1	1677.7
3x2qG1.pdb1	3x2qA1.pdb1	358.3
3x2qH1.pdb1	3x2qB1.pdb1	960.9
3x2qH1.pdb1	3x2qC1.pdb1	250.55
3x2qH1.pdb1	3x2qA1.pdb1	139.3
3x2qI1.pdb1	3x2qB1.pdb1	1475.45
3x2qI1.pdb1	3x2qD1.pdb1	410.85
3x2qI1.pdb1	3x2qA1.pdb1	97.05
3x2qI1.pdb1	3x2qK1.pdb1	105.1
3x2qM1.pdb1	3x2qD1.pdb1	331.85
3x2qM1.pdb1	3x2qA1.pdb1	1077.2
3x2qM1.pdb1	3x2qL1.pdb1	726.0
3x2qM1.pdb1	3x2qK1.pdb1	10.85
3x2qF1.pdb1	3x2qJ1.pdb1	152.2
3x2qF1.pdb1	3x2qC1.pdb1	907.2
3x2qF1.pdb1	3x2qD1.pdb1	138.55
3x2qF1.pdb1	3x2qA1.pdb1	1234.9
3x2qJ1.pdb1	3x2qC1.pdb1	1327.7
3x2qJ1.pdb1	3x2qA1.pdb1	263.6
3x2qJ1.pdb1	3x2qL1.pdb1	129.95
3x2qB1.pdb1	3x2qC1.pdb1	23.95
3x2qB1.pdb1	3x2qD1.pdb1	829.5
3x2qB1.pdb1	3x2qA1.pdb1	3565.65
3x2qB1.pdb1	3x2qK1.pdb1	177.05
3x2qC1.pdb1	3x2qA1.pdb1	2596.3
3x2qC1.pdb1	3x2qL1.pdb1	22.6
3x2qD1.pdb1	3x2qA1.pdb1	1363.45
3x2qD1.pdb1	3x2qK1.pdb1	1452.6
3x2qA1.pdb1	3x2qL1.pdb1	1689.15
3x2qA1.pdb1	3x2qK1.pdb1	340.9
2x2lA2.pdb1	2x2lA1.pdb1	1405.3
5x20C1.pdb2	5x20D1.pdb2	1017.65
4x20C1.pdb1	4x20D1.pdb1	1261.6
4x20C1.pdb1	4x20E1.pdb1	751.2
4x20C1.pdb1	4x20B1.pdb1	810.25
4x20D1.pdb1	4x20E1.pdb1	692.75
4x20E1.pdb1	4x20B1.pdb1	671.55
4x20E1.pdb1	4x20A1.pdb1	1637.05
4x20B1.pdb1	4x20A1.pdb1	1319.15
3x2xC1.pdb1	3x2xA1.pdb1	1032.2
3x2xC1.pdb1	3x2xB1.pdb1	1040.7
3x2xA1.pdb1	3x2xB1.pdb1	1039.55
5x2dA1.pdb1	5x2dC1.pdb1	1053.2
2x24B1.pdb1	2x24A1.pdb1	5961.25
5x2tK1.pdb3	5x2tI1.pdb3	51.5
5x2tK1.pdb3	5x2tL1.pdb3	858.5
5x2tK1.pdb3	5x2tJ1.pdb3	677.25
5x2tI1.pdb3	5x2tL1.pdb3	683.0
5x2tI1.pdb3	5x2tJ1.pdb3	911.0
5x2tL1.pdb3	5x2tJ1.pdb3	170.45
2x2nB1.pdb1	2x2nD1.pdb1	1016.95
3x2rF1.pdb1	3x2rD1.pdb1	2124.3
3x2rF1.pdb1	3x2rH1.pdb1	2081.1
3x2rG1.pdb1	3x2rC1.pdb1	2141.35
3x2rG1.pdb1	3x2rI1.pdb1	2089.85
3x2rC1.pdb1	3x2rD1.pdb1	2082.0
4x2pA3.pdb1	4x2pA1.pdb1	340.55
4x2pA3.pdb1	4x2pA8.pdb1	1278.85
4x2pA3.pdb1	4x2pA6.pdb1	1124.4
4x2pA3.pdb1	4x2pA2.pdb1	340.55
4x2pA1.pdb1	4x2pA8.pdb1	1124.4
4x2pA1.pdb1	4x2pA4.pdb1	340.55
4x2pA1.pdb1	4x2pA5.pdb1	1278.85
4x2pA8.pdb1	4x2pA6.pdb1	340.6
4x2pA8.pdb1	4x2pA5.pdb1	340.6
4x2pA4.pdb1	4x2pA7.pdb1	1278.85
4x2pA4.pdb1	4x2pA2.pdb1	340.55
4x2pA4.pdb1	4x2pA5.pdb1	1124.4
4x2pA7.pdb1	4x2pA6.pdb1	340.6
4x2pA7.pdb1	4x2pA2.pdb1	1124.4
4x2pA7.pdb1	4x2pA5.pdb1	340.6
4x2pA6.pdb1	4x2pA2.pdb1	1278.85
4x2dB1.pdb3	4x2dD2.pdb3	663.1
4x2eA2.pdb2	4x2eB1.pdb2	625.75
1x2wA1.pdb1	1x2wB1.pdb1	1819.95
5x2pL1.pdb1	5x2pA1.pdb1	149.65
5x2pL1.pdb1	5x2pH1.pdb1	1922.1
5x2pA1.pdb1	5x2pB1.pdb1	1704.85
5x2pA1.pdb1	5x2pH1.pdb1	840.5
3x25B1.pdb1	3x25A1.pdb1	3618.85
5x2qJ1.pdb2	5x2qD1.pdb2	15.55
5x2qJ1.pdb2	5x2qC1.pdb2	777.15
5x2qJ1.pdb2	5x2qK1.pdb2	1879.7
5x2qD1.pdb2	5x2qC1.pdb2	1895.2
5x2qD1.pdb2	5x2qK1.pdb2	43.5
5x2qC1.pdb2	5x2qK1.pdb2	140.15
5x2oH1.pdb1	5x2oA1.pdb1	706.8
5x2oH1.pdb1	5x2oL1.pdb1	1951.1
5x2oA1.pdb1	5x2oB1.pdb1	1642.9
5x2oA1.pdb1	5x2oL1.pdb1	150.2
5x2qH1.pdb1	5x2qA1.pdb1	702.3
5x2qH1.pdb1	5x2qL1.pdb1	1925.4
5x2qA1.pdb1	5x2qL1.pdb1	154.7
5x2qA1.pdb1	5x2qB1.pdb1	1754.35
5x20E1.pdb3	5x20F1.pdb3	1012.55
3x24B1.pdb1	3x24A1.pdb1	3615.75
3x21B1.pdb1	3x21A1.pdb1	3446.3
5x2uG1.pdb2	5x2uE1.pdb2	74.75
5x2uG1.pdb2	5x2uF1.pdb2	541.35
5x2uG1.pdb2	5x2uH1.pdb2	886.15
5x2uE1.pdb2	5x2uF1.pdb2	900.05
5x2uE1.pdb2	5x2uH1.pdb2	544.7
5x2uF1.pdb2	5x2uH1.pdb2	92.3
2x20M1.pdb1	2x20M2.pdb1	973.5
5x2yB1.pdb1	5x2yC1.pdb1	755.75
5x2yB1.pdb1	5x2yD1.pdb1	1565.5
5x2yB1.pdb1	5x2yA1.pdb1	2502.05
5x2yC1.pdb1	5x2yD1.pdb1	2472.5
5x2yC1.pdb1	5x2yA1.pdb1	1536.4
5x2yD1.pdb1	5x2yA1.pdb1	727.4
1x2aB1.pdb1	1x2aA1.pdb1	3231.75
1x25B1.pdb3	1x25B2.pdb3	1053.65
1x25B1.pdb3	1x25B3.pdb3	1053.7
1x25B2.pdb3	1x25B3.pdb3	1053.7
2x2vE1.pdb1	2x2vF1.pdb1	1366.45
2x2vE1.pdb1	2x2vD1.pdb1	1332.0
2x2vM1.pdb1	2x2vA1.pdb1	1354.35
2x2vM1.pdb1	2x2vL1.pdb1	1353.6
2x2vG1.pdb1	2x2vH1.pdb1	1367.95
2x2vG1.pdb1	2x2vF1.pdb1	1366.2
2x2vI1.pdb1	2x2vJ1.pdb1	1357.5
2x2vI1.pdb1	2x2vH1.pdb1	1375.1
2x2vB1.pdb1	2x2vC1.pdb1	1358.15
2x2vB1.pdb1	2x2vA1.pdb1	1370.45
2x2vJ1.pdb1	2x2vK1.pdb1	1350.9
2x2vC1.pdb1	2x2vD1.pdb1	1399.95
2x2vL1.pdb1	2x2vK1.pdb1	1429.25
4x2oA1.pdb1	4x2oC1.pdb1	472.25
4x2oA1.pdb1	4x2oB1.pdb1	1944.8
3x21D1.pdb2	3x21C1.pdb2	3509.65
4x2sA1.pdb1	4x2sB1.pdb1	1101.2
4x2sA1.pdb1	4x2sC1.pdb1	1092.9
4x2sB1.pdb1	4x2sC1.pdb1	1125.25
5x2fD1.pdb1	5x2fA1.pdb1	1515.05
4x2cB1.pdb1	4x2cA1.pdb1	646.15
5x2hD1.pdb1	5x2hA1.pdb1	541.15
5x2hD1.pdb1	5x2hC1.pdb1	361.25
5x2hB1.pdb1	5x2hA1.pdb1	5287.15
5x2hB1.pdb1	5x2hC1.pdb1	987.75
5x2hA1.pdb1	5x2hC1.pdb1	1794.35
3x2yB1.pdb1	3x2yA1.pdb1	1033.5
3x2yB1.pdb1	3x2yC1.pdb1	1027.65
3x2yA1.pdb1	3x2yC1.pdb1	1024.65
2x28A2.pdb2	2x28A1.pdb2	939.3
5x29E1.pdb1	5x29A1.pdb1	557.25
5x29E1.pdb1	5x29D1.pdb1	664.35
5x29C1.pdb1	5x29D1.pdb1	616.75
5x29C1.pdb1	5x29B1.pdb1	626.9
5x29A1.pdb1	5x29B1.pdb1	599.65
4x2aA1.pdb1	4x2aB1.pdb1	3257.3
5x2sH1.pdb2	5x2sG1.pdb2	932.35
5x2sH1.pdb2	5x2sF1.pdb2	217.4
5x2sH1.pdb2	5x2sE1.pdb2	506.0
5x2sG1.pdb2	5x2sF1.pdb2	575.4
5x2sG1.pdb2	5x2sE1.pdb2	94.55
5x2sF1.pdb2	5x2sE1.pdb2	934.45
1x2iA1.pdb1	1x2iB1.pdb1	1254.45
5x2tF1.pdb2	5x2tE1.pdb2	854.3
5x2tF1.pdb2	5x2tH1.pdb2	132.15
5x2tF1.pdb2	5x2tG1.pdb2	550.85
5x2tE1.pdb2	5x2tH1.pdb2	525.5
5x2tE1.pdb2	5x2tG1.pdb2	148.8
5x2tH1.pdb2	5x2tG1.pdb2	864.65
5x2aD1.pdb1	5x2aA1.pdb1	1512.35
