1lqmA1.pdb1	1lqmB1.pdb1	1045.15
4lqgA1.pdb1	4lqgA2.pdb1	2382.6
3lqdC1.pdb1	3lqdB1.pdb1	481.85
3lqdC1.pdb1	3lqdA1.pdb1	389.95
3lqdC1.pdb1	3lqdD1.pdb1	917.45
3lqdB1.pdb1	3lqdA1.pdb1	907.85
3lqdB1.pdb1	3lqdD1.pdb1	130.3
3lqdA1.pdb1	3lqdD1.pdb1	499.95
3lq7C1.pdb2	3lq7C2.pdb2	1780.5
1lqoA1.pdb1	1lqoB1.pdb1	2602.2
4lqbB1.pdb1	4lqbA1.pdb1	1529.75
1lqlA1.pdb1	1lqlB1.pdb1	3039.1
1lqvC1.pdb1	1lqvA1.pdb1	342.55
1lqsR1.pdb1	1lqsM1.pdb1	310.4
1lqsR1.pdb1	1lqsL1.pdb1	814.35
1lqsM1.pdb1	1lqsS1.pdb1	780.3
1lqsM1.pdb1	1lqsL1.pdb1	3837.55
1lqsS1.pdb1	1lqsL1.pdb1	290.75
4lqeA2.pdb2	4lqeA4.pdb2	621.75
4lqeA2.pdb2	4lqeA1.pdb2	1674.3
4lqeA4.pdb2	4lqeA3.pdb2	1674.2
4lqeA1.pdb2	4lqeA3.pdb2	621.75
2lqiB1.pdb1	2lqiA1.pdb1	1596.0
3lquA1.pdb1	3lquB1.pdb1	1557.3
3lq1B2.pdb2	3lq1B1.pdb2	2376.9
1lq8C1.pdb2	1lq8D1.pdb2	2161.4
3lq6A1.pdb1	3lq6B1.pdb1	1768.5
3lqkA3.pdb1	3lqkA5.pdb1	702.4
3lqkA3.pdb1	3lqkA6.pdb1	237.1
3lqkA3.pdb1	3lqkA2.pdb1	559.7
3lqkA3.pdb1	3lqkA1.pdb1	559.75
3lqkA4.pdb1	3lqkA5.pdb1	559.75
3lqkA4.pdb1	3lqkA6.pdb1	559.7
3lqkA4.pdb1	3lqkA2.pdb1	237.1
3lqkA4.pdb1	3lqkA1.pdb1	702.4
3lqkA5.pdb1	3lqkA6.pdb1	559.7
3lqkA5.pdb1	3lqkA1.pdb1	237.2
3lqkA6.pdb1	3lqkA2.pdb1	702.4
3lqkA2.pdb1	3lqkA1.pdb1	559.7
3lqvP1.pdb1	3lqvA1.pdb1	1283.3
3lqsB1.pdb1	3lqsA1.pdb1	2248.2
3lqjA1.pdb1	3lqjQ1.pdb1	384.05
3lqrB2.pdb1	3lqrB4.pdb1	115.15
3lqrB2.pdb1	3lqrA2.pdb1	1696.5
3lqrB2.pdb1	3lqrA3.pdb1	1884.55
3lqrB2.pdb1	3lqrB3.pdb1	115.15
3lqrB4.pdb1	3lqrA2.pdb1	1884.55
3lqrB4.pdb1	3lqrB1.pdb1	115.15
3lqrB4.pdb1	3lqrA4.pdb1	1696.5
3lqrA2.pdb1	3lqrA3.pdb1	60.9
3lqrA2.pdb1	3lqrA4.pdb1	60.9
3lqrB1.pdb1	3lqrA1.pdb1	1696.5
3lqrB1.pdb1	3lqrB3.pdb1	115.15
3lqrB1.pdb1	3lqrA4.pdb1	1884.55
