4pjgD1.pdb2	4pjgC1.pdb2	1075.95
4pjgC1.pdb2	4pjgE1.pdb2	615.7
4pjgC1.pdb2	4pjgF1.pdb2	517.45
4pjgE1.pdb2	4pjgF1.pdb2	1952.45
6pjaB1.pdb1	6pjaA1.pdb1	521.0
1pj2C1.pdb1	1pj2A1.pdb1	671.45
1pj2C1.pdb1	1pj2B1.pdb1	949.95
1pj2C1.pdb1	1pj2D1.pdb1	2129.1
1pj2A1.pdb1	1pj2B1.pdb1	2139.8
1pj2A1.pdb1	1pj2D1.pdb1	916.3
1pj2B1.pdb1	1pj2D1.pdb1	706.75
4pjeH1.pdb2	4pjeC1.pdb2	574.65
4pjeH1.pdb2	4pjeG1.pdb2	1915.3
4pjeC1.pdb2	4pjeG1.pdb2	642.45
4pjeC1.pdb2	4pjeD1.pdb2	1200.4
1pj1A1.pdb1	1pj1B1.pdb1	2939.95
4pj8A1.pdb1	4pj8C1.pdb1	656.9
4pj8A1.pdb1	4pj8B1.pdb1	1151.55
4pj8A1.pdb1	4pj8D1.pdb1	449.45
4pj8C1.pdb1	4pj8D1.pdb1	1828.05
1pjlH1.pdb2	1pjlE1.pdb2	613.65
1pjlH1.pdb2	1pjlG1.pdb2	2071.0
1pjlH1.pdb2	1pjlF1.pdb2	616.0
1pjlE1.pdb2	1pjlG1.pdb2	647.6
1pjlE1.pdb2	1pjlF1.pdb2	2077.2
1pjlG1.pdb2	1pjlF1.pdb2	633.6
4pjuB1.pdb1	4pjuA1.pdb1	3513.1
4pjdF1.pdb1	4pjdA1.pdb1	460.95
4pjdF1.pdb1	4pjdE1.pdb1	1704.35
4pjdA1.pdb1	4pjdB1.pdb1	1110.55
4pjdA1.pdb1	4pjdE1.pdb1	629.9
1pjmA1.pdb1	1pjmB1.pdb1	1313.75
3pj6A2.pdb1	3pj6A1.pdb1	1440.6
2pjlB2.pdb1	2pjlA1.pdb1	870.1
2pjlB2.pdb1	2pjlB1.pdb1	245.2
2pjlB2.pdb1	2pjlB3.pdb1	245.15
2pjlB2.pdb1	2pjlA2.pdb1	1359.2
2pjlA1.pdb1	2pjlB1.pdb1	1359.2
2pjlA1.pdb1	2pjlA2.pdb1	244.55
2pjlA1.pdb1	2pjlA3.pdb1	244.55
2pjlB1.pdb1	2pjlB3.pdb1	245.2
2pjlB1.pdb1	2pjlA3.pdb1	870.1
2pjlB3.pdb1	2pjlA2.pdb1	870.1
2pjlB3.pdb1	2pjlA3.pdb1	1359.2
2pjlA2.pdb1	2pjlA3.pdb1	244.55
3pj5A1.pdb1	3pj5B1.pdb1	986.2
2pjwH1.pdb2	2pjwV2.pdb2	224.0
2pjwH1.pdb2	2pjwV1.pdb2	2018.1
2pjwH1.pdb2	2pjwH2.pdb2	406.2
2pjwV2.pdb2	2pjwV1.pdb2	282.4
2pjwV2.pdb2	2pjwH2.pdb2	2018.1
2pjwV1.pdb2	2pjwH2.pdb2	224.0
4pjeE1.pdb1	4pjeA1.pdb1	652.3
4pjeE1.pdb1	4pjeF1.pdb1	1731.95
4pjeA1.pdb1	4pjeB1.pdb1	1211.55
4pjeA1.pdb1	4pjeF1.pdb1	542.95
3pj9C1.pdb2	3pj9B1.pdb2	694.95
4pjhG1.pdb2	4pjhC1.pdb2	646.25
4pjhG1.pdb2	4pjhH1.pdb2	1852.55
4pjhD1.pdb2	4pjhC1.pdb2	1225.7
4pjhC1.pdb2	4pjhH1.pdb2	487.7
3pjeB1.pdb1	3pjeA1.pdb1	1677.6
1pjsA1.pdb1	1pjsB1.pdb1	6206.8
1pjhA2.pdb1	1pjhA1.pdb1	18.0
1pjhA2.pdb1	1pjhB1.pdb1	1135.15
1pjhA2.pdb1	1pjhC2.pdb1	1209.5
1pjhA2.pdb1	1pjhB2.pdb1	1237.7
1pjhC1.pdb1	1pjhA1.pdb1	1209.5
1pjhC1.pdb1	1pjhB1.pdb1	1191.1
1pjhC1.pdb1	1pjhC2.pdb1	1151.8
1pjhC1.pdb1	1pjhB2.pdb1	40.9
1pjhA1.pdb1	1pjhB1.pdb1	1237.7
1pjhA1.pdb1	1pjhB2.pdb1	1135.25
1pjhB1.pdb1	1pjhC2.pdb1	40.9
1pjhC2.pdb1	1pjhB2.pdb1	1191.1
3pjsA1.pdb1	3pjsN1.pdb1	229.15
3pjsA1.pdb1	3pjsB1.pdb1	1716.65
3pjsA1.pdb1	3pjsM1.pdb1	221.25
3pjsD1.pdb1	3pjsK1.pdb1	493.25
3pjsD1.pdb1	3pjsC1.pdb1	1739.4
3pjsN1.pdb1	3pjsL1.pdb1	129.6
3pjsN1.pdb1	3pjsK1.pdb1	1140.6
3pjsN1.pdb1	3pjsM1.pdb1	1325.65
3pjsB1.pdb1	3pjsL1.pdb1	2.45
3pjsB1.pdb1	3pjsM1.pdb1	502.9
3pjsL1.pdb1	3pjsK1.pdb1	1474.15
3pjsL1.pdb1	3pjsC1.pdb1	259.8
3pjsL1.pdb1	3pjsM1.pdb1	1156.15
3pjsK1.pdb1	3pjsC1.pdb1	235.6
3pjsK1.pdb1	3pjsM1.pdb1	154.85
3pjuA2.pdb1	3pjuA1.pdb1	704.45
1pjlC1.pdb1	1pjlD1.pdb1	2032.65
1pjlC1.pdb1	1pjlA1.pdb1	564.8
1pjlC1.pdb1	1pjlB1.pdb1	650.35
1pjlD1.pdb1	1pjlA1.pdb1	645.8
1pjlD1.pdb1	1pjlB1.pdb1	631.7
1pjlA1.pdb1	1pjlB1.pdb1	2058.9
4pj9A1.pdb1	4pj9B1.pdb1	1162.5
4pj9A1.pdb1	4pj9D1.pdb1	480.9
4pj9A1.pdb1	4pj9C1.pdb1	633.2
4pj9D1.pdb1	4pj9C1.pdb1	1912.6
1pj0A1.pdb1	1pj0B1.pdb1	2966.45
2pjqA1.pdb2	2pjqA2.pdb2	1423.2
4pjcF1.pdb1	4pjcE1.pdb1	1845.5
4pjcF1.pdb1	4pjcA1.pdb1	604.45
4pjcE1.pdb1	4pjcA1.pdb1	642.05
4pjcB1.pdb1	4pjcA1.pdb1	1130.3
1pjcA5.pdb1	1pjcA6.pdb1	426.0
1pjcA5.pdb1	1pjcA3.pdb1	1841.5
1pjcA5.pdb1	1pjcA1.pdb1	764.6
1pjcA5.pdb1	1pjcA4.pdb1	425.95
1pjcA6.pdb1	1pjcA3.pdb1	764.55
1pjcA6.pdb1	1pjcA2.pdb1	1841.7
1pjcA6.pdb1	1pjcA4.pdb1	426.05
1pjcA3.pdb1	1pjcA1.pdb1	425.95
1pjcA3.pdb1	1pjcA2.pdb1	426.05
1pjcA1.pdb1	1pjcA2.pdb1	426.0
1pjcA1.pdb1	1pjcA4.pdb1	1841.5
1pjcA2.pdb1	1pjcA4.pdb1	764.55
4pjaH1.pdb2	4pjaC1.pdb2	559.95
4pjaH1.pdb2	4pjaG1.pdb2	1950.3
4pjaD1.pdb2	4pjaC1.pdb2	1112.5
4pjaC1.pdb2	4pjaG1.pdb2	638.15
3pjaF1.pdb1	3pjaE1.pdb1	3.75
3pjaF1.pdb1	3pjaL1.pdb1	1209.4
3pjaF1.pdb1	3pjaD1.pdb1	690.25
3pjaF1.pdb1	3pjaK1.pdb1	1684.2
3pjaF1.pdb1	3pjaB1.pdb1	120.2
3pjaC1.pdb1	3pjaE1.pdb1	152.45
3pjaC1.pdb1	3pjaL1.pdb1	1690.15
3pjaC1.pdb1	3pjaA1.pdb1	652.25
3pjaC1.pdb1	3pjaK1.pdb1	1169.45
3pjaE1.pdb1	3pjaL1.pdb1	906.8
3pjaE1.pdb1	3pjaD1.pdb1	701.1
3pjaE1.pdb1	3pjaA1.pdb1	1767.65
3pjaL1.pdb1	3pjaD1.pdb1	142.5
3pjaL1.pdb1	3pjaK1.pdb1	411.9
3pjaD1.pdb1	3pjaA1.pdb1	32.4
3pjaD1.pdb1	3pjaB1.pdb1	1727.6
3pjaA1.pdb1	3pjaK1.pdb1	148.75
3pjaA1.pdb1	3pjaB1.pdb1	720.55
3pjaK1.pdb1	3pjaB1.pdb1	858.9
4pjfH1.pdb1	4pjfG1.pdb1	1831.8
4pjfH1.pdb1	4pjfA1.pdb1	621.4
4pjfG1.pdb1	4pjfA1.pdb1	633.25
4pjfA1.pdb1	4pjfB1.pdb1	1245.6
2pjuB1.pdb1	2pjuA1.pdb1	861.3
3pjtB1.pdb1	3pjtA1.pdb1	675.55
1pjuC1.pdb6	1pjuA1.pdb6	956.75
1pjuD1.pdb6	1pjuA1.pdb6	552.15
1pjuD1.pdb6	1pjuB1.pdb6	950.15
4pjwB1.pdb1	4pjwA1.pdb1	3588.7
1pjpA1.pdb1	1pjpI1.pdb1	223.45
4pj7C1.pdb2	4pj7E1.pdb2	637.85
4pj7C1.pdb2	4pj7F1.pdb2	472.05
4pj7C1.pdb2	4pj7D1.pdb2	1127.4
4pj7E1.pdb2	4pj7F1.pdb2	1929.75
3pj0C1.pdb2	3pj0D1.pdb2	2049.95
1pjbA2.pdb1	1pjbA4.pdb1	767.2
1pjbA2.pdb1	1pjbA3.pdb1	404.6
1pjbA2.pdb1	1pjbA6.pdb1	1825.6
1pjbA2.pdb1	1pjbA1.pdb1	404.6
1pjbA4.pdb1	1pjbA6.pdb1	404.6
1pjbA4.pdb1	1pjbA5.pdb1	404.6
1pjbA4.pdb1	1pjbA1.pdb1	1825.6
1pjbA3.pdb1	1pjbA6.pdb1	767.25
1pjbA3.pdb1	1pjbA5.pdb1	1825.6
1pjbA3.pdb1	1pjbA1.pdb1	404.6
1pjbA6.pdb1	1pjbA5.pdb1	404.6
1pjbA5.pdb1	1pjbA1.pdb1	767.2
3pjpA2.pdb3	3pjpB1.pdb3	1095.9
3pjpA2.pdb3	3pjpA1.pdb3	242.8
3pjpA2.pdb3	3pjpB2.pdb3	626.8
3pjpB1.pdb3	3pjpA1.pdb3	626.8
3pjpB1.pdb3	3pjpB2.pdb3	260.1
3pjpA1.pdb3	3pjpB2.pdb3	1095.9
3pjfA1.pdb1	3pjfB1.pdb1	1651.6
2pjyA2.pdb1	2pjyC2.pdb1	280.8
2pjyA2.pdb1	2pjyC1.pdb1	397.1
2pjyA2.pdb1	2pjyB2.pdb1	478.55
2pjyA2.pdb1	2pjyA1.pdb1	1248.5
2pjyC2.pdb1	2pjyB2.pdb1	463.5
2pjyC2.pdb1	2pjyA1.pdb1	397.1
2pjyB1.pdb1	2pjyC1.pdb1	463.5
2pjyB1.pdb1	2pjyA1.pdb1	478.55
2pjyC1.pdb1	2pjyA1.pdb1	280.8
3pj7D1.pdb1	3pj7C1.pdb1	19.6
3pj7D1.pdb1	3pj7B1.pdb1	1052.9
3pj7D1.pdb1	3pj7A1.pdb1	1319.95
3pj7C1.pdb1	3pj7B1.pdb1	1402.8
3pj7C1.pdb1	3pj7A1.pdb1	1010.0
3pj7B1.pdb1	3pj7A1.pdb1	19.15
1pj6A4.pdb1	1pj6A1.pdb1	35.8
1pj6A4.pdb1	1pj6A3.pdb1	898.1
1pj6A4.pdb1	1pj6A2.pdb1	1214.7
1pj6A1.pdb1	1pj6A3.pdb1	1214.7
1pj6A1.pdb1	1pj6A2.pdb1	898.1
1pj6A3.pdb1	1pj6A2.pdb1	35.8
3pjlB1.pdb1	3pjlA1.pdb1	1647.25
6pj8B1.pdb1	6pj8A1.pdb1	458.25
4pjbG1.pdb2	4pjbH1.pdb2	1906.95
4pjbG1.pdb2	4pjbC1.pdb2	651.6
4pjbH1.pdb2	4pjbC1.pdb2	508.6
4pjbC1.pdb2	4pjbD1.pdb2	1101.35
4pjfC1.pdb2	4pjfD1.pdb2	1128.45
4pjfC1.pdb2	4pjfF1.pdb2	615.35
4pjfC1.pdb2	4pjfE1.pdb2	640.3
4pjfF1.pdb2	4pjfE1.pdb2	1889.05
1pjtA1.pdb1	1pjtB1.pdb1	6153.55
4pjhA1.pdb1	4pjhF1.pdb1	506.1
4pjhA1.pdb1	4pjhB1.pdb1	1211.5
4pjhA1.pdb1	4pjhE1.pdb1	643.5
4pjhF1.pdb1	4pjhE1.pdb1	1802.55
3pjaJ1.pdb2	3pjaJ2.pdb2	372.2
3pjaJ1.pdb2	3pjaI1.pdb2	1195.1
3pjaJ1.pdb2	3pjaH1.pdb2	833.55
3pjaJ1.pdb2	3pjaI2.pdb2	1591.25
3pjaJ1.pdb2	3pjaG1.pdb2	155.95
3pjaJ2.pdb2	3pjaI1.pdb2	1591.3
3pjaJ2.pdb2	3pjaI2.pdb2	1195.15
3pjaJ2.pdb2	3pjaH2.pdb2	833.55
