1h1iD1.pdb2	1h1iB1.pdb2	2070.2
4h1iA1.pdb1	4h1iC1.pdb1	2251.65
2h1uA1.pdb1	2h1uP1.pdb1	230.8
5h1aD1.pdb3	5h1aC1.pdb3	2289.15
4h1dA1.pdb3	4h1dA2.pdb3	780.6
4h1dA1.pdb3	4h1dA3.pdb3	780.6
4h1dA2.pdb3	4h1dA3.pdb3	780.55
5h1aB1.pdb2	5h1aA1.pdb2	2491.95
2h1pH1.pdb1	2h1pL1.pdb1	1868.85
2h1pH1.pdb1	2h1pP1.pdb1	329.75
2h1pL1.pdb1	2h1pP1.pdb1	355.9
5h1aB1.pdb1	5h1aA1.pdb1	2493.35
5h1aB1.pdb1	5h1aC1.pdb1	509.9
5h1aB1.pdb1	5h1aD1.pdb1	237.95
5h1aA1.pdb1	5h1aD1.pdb1	556.0
5h1aC1.pdb1	5h1aD1.pdb1	2289.15
1h1pC1.pdb2	1h1pD1.pdb2	1579.35
4h17B1.pdb1	4h17A1.pdb1	1777.4
6h1pA1.pdb1	6h1pA2.pdb1	2112.2
4h1dA4.pdb2	4h1dA3.pdb2	367.9
4h1dA4.pdb2	4h1dA5.pdb2	780.6
4h1dA4.pdb2	4h1dA6.pdb2	780.55
4h1dA3.pdb2	4h1dA2.pdb2	780.55
4h1dA3.pdb2	4h1dA1.pdb2	780.6
4h1dA2.pdb2	4h1dA5.pdb2	367.9
4h1dA2.pdb2	4h1dA1.pdb2	780.6
4h1dA5.pdb2	4h1dA6.pdb2	780.65
4h1dA6.pdb2	4h1dA1.pdb2	367.9
1h15F1.pdb2	1h15E1.pdb2	656.2
1h15F1.pdb2	1h15D1.pdb2	634.3
1h15E1.pdb2	1h15D1.pdb2	2448.25
1h1mA1.pdb1	1h1mC1.pdb1	2047.25
1h17A2.pdb1	1h17A1.pdb1	1902.4
5h1pA1.pdb1	5h1pB1.pdb1	1346.45
1h1vG1.pdb1	1h1vA1.pdb1	1035.35
1h1tB2.pdb1	1h1tA2.pdb1	1080.95
1h1tB2.pdb1	1h1tA3.pdb1	242.65
1h1tB2.pdb1	1h1tB1.pdb1	596.7
1h1tB2.pdb1	1h1tB3.pdb1	594.75
1h1tB2.pdb1	1h1tA1.pdb1	24.1
1h1tA2.pdb1	1h1tA3.pdb1	571.1
1h1tA2.pdb1	1h1tB1.pdb1	242.3
1h1tA2.pdb1	1h1tB3.pdb1	23.5
1h1tA2.pdb1	1h1tA1.pdb1	571.35
1h1tA3.pdb1	1h1tB1.pdb1	23.45
1h1tA3.pdb1	1h1tB3.pdb1	1082.65
1h1tA3.pdb1	1h1tA1.pdb1	571.9
1h1tB1.pdb1	1h1tB3.pdb1	594.5
1h1tB1.pdb1	1h1tA1.pdb1	1084.65
1h1tB3.pdb1	1h1tA1.pdb1	240.55
5h19A1.pdb1	5h19B1.pdb1	1478.45
5h14D1.pdb1	5h14A1.pdb1	1456.15
1h1rD1.pdb2	1h1rC1.pdb2	1624.95
1h15B1.pdb1	1h15A1.pdb1	2463.8
1h15B1.pdb1	1h15C1.pdb1	642.25
1h15A1.pdb1	1h15C1.pdb1	634.55
6h15D1.pdb1	6h15B1.pdb1	827.55
6h15D1.pdb1	6h15A1.pdb1	482.3
6h15B1.pdb1	6h15C1.pdb1	477.8
6h15C1.pdb1	6h15A1.pdb1	819.85
4h16A2.pdb1	4h16A1.pdb1	1692.2
4h16A2.pdb1	4h16A4.pdb1	269.35
4h16A2.pdb1	4h16A3.pdb1	1381.45
4h16A1.pdb1	4h16A4.pdb1	1381.45
4h16A1.pdb1	4h16A3.pdb1	269.3
4h16A4.pdb1	4h16A3.pdb1	1692.2
3h13A1.pdb1	3h13A2.pdb1	883.1
2h1lU1.pdb2	2h1lI1.pdb2	836.3
2h1lS1.pdb2	2h1lG1.pdb2	864.0
2h1lH1.pdb2	2h1lI1.pdb2	2018.55
2h1lH1.pdb2	2h1lT1.pdb2	848.7
