5am2A2.pdb1	5am2A1.pdb1	2256.4
1amqA2.pdb1	1amqA1.pdb1	3175.8
4am0F1.pdb3	4am0Q1.pdb3	242.35
4am0F1.pdb3	4am0E1.pdb3	1658.4
4am0Q1.pdb3	4am0E1.pdb3	288.95
2amtF1.pdb2	2amtE1.pdb2	975.1
2amtF1.pdb2	2amtD1.pdb2	968.0
2amtE1.pdb2	2amtD1.pdb2	971.6
1amhB1.pdb1	1amhA1.pdb1	1078.65
3am8A1.pdb1	3am8C1.pdb1	1349.0
3am8A1.pdb1	3am8E1.pdb1	883.95
4amaC1.pdb1	4amaA1.pdb1	1171.65
4amaC1.pdb1	4amaB1.pdb1	1482.65
4amaA1.pdb1	4amaD1.pdb1	1458.75
4amaD1.pdb1	4amaB1.pdb1	1157.2
1amsA1.pdb1	1amsA2.pdb1	3114.3
3am4B1.pdb1	3am4B2.pdb1	1657.5
3am4B1.pdb1	3am4A2.pdb1	901.4
3am4B1.pdb1	3am4A1.pdb1	1607.0
3am4B2.pdb1	3am4A2.pdb1	1607.05
3am4B2.pdb1	3am4A1.pdb1	901.5
3am4A2.pdb1	3am4A1.pdb1	1653.8
3amvA1.pdb1	3amvA2.pdb1	3139.75
6am8A1.pdb1	6am8B1.pdb1	1698.6
2amvA2.pdb3	2amvA1.pdb3	2408.6
4amvB1.pdb2	4amvC1.pdb2	2850.3
4amvA1.pdb1	4amvA2.pdb1	3032.9
6amtC1.pdb1	6amtA1.pdb1	927.6
6amtB1.pdb1	6amtA1.pdb1	1295.65
5amoB1.pdb1	5amoA1.pdb1	500.8
1am4A1.pdb1	1am4D1.pdb1	907.05
6amhA1.pdb1	6amhB1.pdb1	1825.35
5am3A1.pdb1	5am3A2.pdb1	2271.85
4am0B1.pdb1	4am0S1.pdb1	231.8
4am0B1.pdb1	4am0A1.pdb1	1663.4
4am0S1.pdb1	4am0A1.pdb1	286.45
6amyC1.pdb1	6amyB1.pdb1	1642.35
6amyC1.pdb1	6amyA1.pdb1	1646.1
6amyB1.pdb1	6amyA1.pdb1	1760.75
4amtA1.pdb1	4amtA2.pdb1	1218.1
6am5C1.pdb1	6am5D1.pdb1	164.55
6am5C1.pdb1	6am5E1.pdb1	219.55
6am5C1.pdb1	6am5A1.pdb1	886.25
6am5D1.pdb1	6am5E1.pdb1	2053.55
6am5D1.pdb1	6am5A1.pdb1	559.45
6am5E1.pdb1	6am5A1.pdb1	353.3
6am5B1.pdb1	6am5A1.pdb1	1351.9
3am6C1.pdb5	3am6A1.pdb5	580.95
3am6C1.pdb5	3am6B1.pdb5	115.1
3am6C1.pdb5	3am6D1.pdb5	285.45
3am6A1.pdb5	3am6B1.pdb5	284.15
3am6B1.pdb5	3am6D1.pdb5	588.15
6am8D1.pdb2	6am8C1.pdb2	1696.45
6amiB2.pdb2	6amiC1.pdb2	455.4
2amdB1.pdb1	2amdA1.pdb1	1474.15
6amiC1.pdb4	6amiB2.pdb4	455.4
6amiC1.pdb4	6amiD1.pdb4	1725.05
6amiB2.pdb4	6amiA2.pdb4	1804.05
6ammH1.pdb1	6ammL1.pdb1	1668.1
3amjC1.pdb3	3amjD1.pdb3	1408.8
5ambA1.pdb1	5ambP1.pdb1	242.3
1am4E1.pdb3	1am4B1.pdb3	904.05
4amuA2.pdb1	4amuC2.pdb1	708.95
4amuA2.pdb1	4amuC1.pdb1	1094.45
4amuA2.pdb1	4amuD3.pdb1	1119.9
4amuA2.pdb1	4amuD1.pdb1	680.65
4amuA2.pdb1	4amuB3.pdb1	702.6
4amuB2.pdb1	4amuB1.pdb1	1087.8
4amuB2.pdb1	4amuA1.pdb1	702.55
4amuB2.pdb1	4amuD3.pdb1	703.3
4amuB2.pdb1	4amuD2.pdb1	715.2
4amuB2.pdb1	4amuB3.pdb1	1087.75
4amuC3.pdb1	4amuA3.pdb1	708.9
4amuC3.pdb1	4amuC2.pdb1	701.55
4amuC3.pdb1	4amuC1.pdb1	701.45
4amuC3.pdb1	4amuA1.pdb1	1094.45
4amuC3.pdb1	4amuD2.pdb1	1098.6
4amuA3.pdb1	4amuC2.pdb1	1094.45
4amuA3.pdb1	4amuB1.pdb1	702.6
4amuA3.pdb1	4amuD1.pdb1	1119.8
4amuA3.pdb1	4amuD2.pdb1	680.65
4amuC2.pdb1	4amuC1.pdb1	701.5
4amuC2.pdb1	4amuD1.pdb1	1098.7
4amuC1.pdb1	4amuA1.pdb1	708.9
4amuC1.pdb1	4amuD3.pdb1	1098.65
4amuB1.pdb1	4amuD1.pdb1	715.2
4amuB1.pdb1	4amuD2.pdb1	703.35
4amuB1.pdb1	4amuB3.pdb1	1087.8
4amuA1.pdb1	4amuD3.pdb1	680.6
4amuA1.pdb1	4amuD2.pdb1	1119.85
4amuD3.pdb1	4amuB3.pdb1	715.25
4amuD1.pdb1	4amuB3.pdb1	703.25
6amhD1.pdb2	6amhC1.pdb2	1742.65
6am9C1.pdb2	6am9D1.pdb2	1636.6
5amtA2.pdb1	5amtA1.pdb1	678.0
1am1A2.pdb1	1am1A1.pdb1	1039.4
3ambB1.pdb1	3ambA1.pdb1	965.05
1amwA2.pdb1	1amwA1.pdb1	1066.7
6amlA1.pdb1	6amlG1.pdb1	1393.8
1amkA2.pdb1	1amkA1.pdb1	1476.9
3am2A2.pdb1	3am2A3.pdb1	833.3
3am2A2.pdb1	3am2A1.pdb1	835.2
3am2A3.pdb1	3am2A1.pdb1	835.9
6amzA1.pdb1	6amzA2.pdb1	3016.75
6amzA1.pdb1	6amzA3.pdb1	3016.7
6amzA2.pdb1	6amzA3.pdb1	3016.65
2amcB1.pdb1	2amcB2.pdb1	1532.0
2amcB1.pdb1	2amcA1.pdb1	4206.6
2amcB1.pdb1	2amcA2.pdb1	1639.05
2amcB2.pdb1	2amcA1.pdb1	1639.05
2amcB2.pdb1	2amcA2.pdb1	4206.55
2amcA1.pdb1	2amcA2.pdb1	220.8
6amqC1.pdb2	6amqD1.pdb2	1234.65
5am8R1.pdb1	5am8C1.pdb1	233.4
6ambB1.pdb1	6ambA1.pdb1	398.7
1amzA1.pdb1	1amzA2.pdb1	5047.5
4am8F1.pdb2	4am8D1.pdb2	1807.0
4am8F1.pdb2	4am8E1.pdb2	1585.5
4am8D1.pdb2	4am8E1.pdb2	1575.05
1amaA2.pdb1	1amaA1.pdb1	3524.8
4am2B4.pdb1	4am2A12.pdb1	632.2
4am2B4.pdb1	4am2B5.pdb1	416.45
4am2B4.pdb1	4am2B1.pdb1	22.5
4am2B4.pdb1	4am2A4.pdb1	904.4
4am2B4.pdb1	4am2B10.pdb1	415.4
4am2B4.pdb1	4am2A5.pdb1	626.35
4am2B8.pdb1	4am2B5.pdb1	22.8
4am2B8.pdb1	4am2A6.pdb1	624.15
4am2B8.pdb1	4am2B3.pdb1	416.45
4am2B8.pdb1	4am2B6.pdb1	418.05
4am2B8.pdb1	4am2A10.pdb1	632.4
4am2B8.pdb1	4am2A8.pdb1	909.85
4am2A12.pdb1	4am2B12.pdb1	909.8
4am2A12.pdb1	4am2A2.pdb1	419.2
4am2A12.pdb1	4am2B1.pdb1	626.35
4am2A12.pdb1	4am2A4.pdb1	415.7
4am2A12.pdb1	4am2A5.pdb1	25.1
4am2B2.pdb1	4am2A2.pdb1	911.15
4am2B2.pdb1	4am2A7.pdb1	624.55
4am2B2.pdb1	4am2B9.pdb1	418.0
4am2B2.pdb1	4am2A4.pdb1	634.55
4am2B2.pdb1	4am2B10.pdb1	23.0
4am2B2.pdb1	4am2B7.pdb1	415.4
4am2A11.pdb1	4am2B12.pdb1	624.15
4am2A11.pdb1	4am2B11.pdb1	911.15
4am2A11.pdb1	4am2A2.pdb1	24.8
4am2A11.pdb1	4am2B9.pdb1	632.4
4am2A11.pdb1	4am2A9.pdb1	419.2
4am2A11.pdb1	4am2A3.pdb1	416.5
4am2B12.pdb1	4am2B11.pdb1	418.0
4am2B12.pdb1	4am2A2.pdb1	632.4
4am2B12.pdb1	4am2B1.pdb1	416.45
4am2B12.pdb1	4am2B9.pdb1	22.7
4am2B11.pdb1	4am2B1.pdb1	415.4
4am2B11.pdb1	4am2A1.pdb1	624.55
4am2B11.pdb1	4am2B6.pdb1	23.0
4am2B11.pdb1	4am2A3.pdb1	634.55
4am2A2.pdb1	4am2B9.pdb1	624.15
4am2A2.pdb1	4am2A4.pdb1	416.5
4am2A7.pdb1	4am2A4.pdb1	25.6
4am2A7.pdb1	4am2B10.pdb1	634.55
4am2A7.pdb1	4am2B7.pdb1	904.4
4am2A7.pdb1	4am2A10.pdb1	416.5
4am2A7.pdb1	4am2A8.pdb1	415.65
4am2B5.pdb1	4am2A6.pdb1	632.4
4am2B5.pdb1	4am2B10.pdb1	418.05
4am2B5.pdb1	4am2A5.pdb1	909.85
4am2B5.pdb1	4am2A10.pdb1	624.15
4am2B1.pdb1	4am2A1.pdb1	904.4
4am2B1.pdb1	4am2A5.pdb1	632.2
4am2A6.pdb1	4am2A1.pdb1	416.5
4am2A6.pdb1	4am2B6.pdb1	911.15
4am2A6.pdb1	4am2A5.pdb1	419.2
4am2A6.pdb1	4am2A10.pdb1	24.8
4am2A1.pdb1	4am2B6.pdb1	634.55
4am2A1.pdb1	4am2A5.pdb1	415.65
4am2A1.pdb1	4am2A3.pdb1	25.6
4am2B9.pdb1	4am2A9.pdb1	909.8
4am2B9.pdb1	4am2B7.pdb1	416.45
4am2A9.pdb1	4am2B3.pdb1	632.2
4am2A9.pdb1	4am2B7.pdb1	626.35
4am2A9.pdb1	4am2A8.pdb1	25.1
4am2A9.pdb1	4am2A3.pdb1	415.7
4am2A4.pdb1	4am2B10.pdb1	624.55
4am2B3.pdb1	4am2B6.pdb1	415.4
4am2B3.pdb1	4am2B7.pdb1	22.5
4am2B3.pdb1	4am2A8.pdb1	626.35
4am2B3.pdb1	4am2A3.pdb1	904.4
4am2B6.pdb1	4am2A3.pdb1	624.55
4am2B10.pdb1	4am2A10.pdb1	911.15
4am2B7.pdb1	4am2A8.pdb1	632.2
4am2A10.pdb1	4am2A8.pdb1	419.2
4am0R1.pdb4	4am0L1.pdb4	246.25
4am0R1.pdb4	4am0H1.pdb4	283.5
4am0L1.pdb4	4am0H1.pdb4	1668.95
6amsB1.pdb1	6amsA1.pdb1	1241.7
4am9A1.pdb1	4am9B1.pdb1	587.45
3amjB1.pdb1	3amjA1.pdb1	2515.9
3amjD1.pdb1	3amjC1.pdb1	1408.8
3amjA1.pdb1	3amjC1.pdb1	1266.0
5amnA2.pdb1	5amnA1.pdb1	1587.1
4am5B8.pdb1	4am5A8.pdb1	905.05
4am5B8.pdb1	4am5A2.pdb1	632.6
4am5B8.pdb1	4am5A5.pdb1	634.0
4am5B8.pdb1	4am5B6.pdb1	25.45
4am5B8.pdb1	4am5B9.pdb1	422.8
4am5B8.pdb1	4am5B5.pdb1	422.1
4am5A12.pdb1	4am5B2.pdb1	630.0
4am5A12.pdb1	4am5A1.pdb1	419.95
4am5A12.pdb1	4am5A11.pdb1	421.95
4am5A12.pdb1	4am5B11.pdb1	629.25
4am5A12.pdb1	4am5B12.pdb1	910.15
4am5A12.pdb1	4am5A7.pdb1	26.2
4am5B2.pdb1	4am5A2.pdb1	909.85
4am5B2.pdb1	4am5B6.pdb1	422.15
4am5B2.pdb1	4am5B11.pdb1	25.2
4am5B2.pdb1	4am5B12.pdb1	425.45
4am5B2.pdb1	4am5A7.pdb1	629.25
4am5A8.pdb1	4am5A2.pdb1	419.4
4am5A8.pdb1	4am5A3.pdb1	26.2
4am5A8.pdb1	4am5B7.pdb1	635.25
4am5A8.pdb1	4am5B9.pdb1	631.4
4am5A8.pdb1	4am5A7.pdb1	419.95
4am5A2.pdb1	4am5A5.pdb1	26.3
4am5A2.pdb1	4am5B6.pdb1	634.0
4am5A2.pdb1	4am5A7.pdb1	421.95
4am5A3.pdb1	4am5B3.pdb1	905.05
4am5A3.pdb1	4am5B7.pdb1	631.4
4am5A3.pdb1	4am5B9.pdb1	635.25
4am5A3.pdb1	4am5A4.pdb1	419.35
4am5A3.pdb1	4am5A9.pdb1	419.9
4am5A1.pdb1	4am5A6.pdb1	26.2
4am5A1.pdb1	4am5B1.pdb1	905.05
4am5A1.pdb1	4am5A11.pdb1	419.4
4am5A1.pdb1	4am5B12.pdb1	635.25
4am5A1.pdb1	4am5B10.pdb1	631.4
4am5A5.pdb1	4am5A6.pdb1	419.35
4am5A5.pdb1	4am5B6.pdb1	632.6
4am5A5.pdb1	4am5B5.pdb1	909.85
4am5A5.pdb1	4am5A10.pdb1	421.95
4am5B3.pdb1	4am5B1.pdb1	25.45
4am5B3.pdb1	4am5B7.pdb1	422.85
4am5B3.pdb1	4am5A11.pdb1	634.0
4am5B3.pdb1	4am5B11.pdb1	422.15
4am5B3.pdb1	4am5A4.pdb1	632.6
4am5A6.pdb1	4am5B6.pdb1	905.05
4am5A6.pdb1	4am5B12.pdb1	631.45
4am5A6.pdb1	4am5B10.pdb1	635.25
4am5A6.pdb1	4am5A10.pdb1	419.9
4am5B1.pdb1	4am5A11.pdb1	632.6
4am5B1.pdb1	4am5B4.pdb1	422.1
4am5B1.pdb1	4am5A4.pdb1	634.0
4am5B1.pdb1	4am5B10.pdb1	422.8
